cluster,comments,config_context,config_template,created,custom_fields,description,device,disk,display,display_url,id,interface_count,last_updated,local_context_data,memory,name,owner,platform,primary_ip,primary_ip4,primary_ip6,role,serial,site,start_on_boot,status,tags,tenant,url,vcpus,virtual_disk_count
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.155256Z,{},,,,vm47,http://192.168.65.40:8000/virtualization/virtual-machines/47/,47,4,2026-03-01T05:36:21.155274Z,,,vm47,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/47/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.242235Z,{},,,,vm48,http://192.168.65.40:8000/virtualization/virtual-machines/48/,48,4,2026-03-01T05:36:21.242253Z,,,vm48,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/48/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.331005Z,{},,,,vm49,http://192.168.65.40:8000/virtualization/virtual-machines/49/,49,4,2026-03-01T05:36:21.331022Z,,,vm49,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/49/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.418810Z,{},,,,vm50,http://192.168.65.40:8000/virtualization/virtual-machines/50/,50,4,2026-03-01T05:36:21.418827Z,,,vm50,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/50/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.505572Z,{},,,,vm51,http://192.168.65.40:8000/virtualization/virtual-machines/51/,51,4,2026-03-01T05:36:21.505589Z,,,vm51,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/51/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.597810Z,{},,,,vm52,http://192.168.65.40:8000/virtualization/virtual-machines/52/,52,4,2026-03-01T05:36:21.597827Z,,,vm52,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/52/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.694005Z,{},,,,vm53,http://192.168.65.40:8000/virtualization/virtual-machines/53/,53,4,2026-03-01T05:36:21.694023Z,,,vm53,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/53/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.789952Z,{},,,,vm54,http://192.168.65.40:8000/virtualization/virtual-machines/54/,54,4,2026-03-01T05:36:21.789969Z,,,vm54,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/54/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.877126Z,{},,,,vm55,http://192.168.65.40:8000/virtualization/virtual-machines/55/,55,4,2026-03-01T05:36:21.877143Z,,,vm55,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/55/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:21.962966Z,{},,,,vm56,http://192.168.65.40:8000/virtualization/virtual-machines/56/,56,4,2026-03-01T05:36:21.962983Z,,,vm56,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/56/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:22.049279Z,{},,,,vm57,http://192.168.65.40:8000/virtualization/virtual-machines/57/,57,4,2026-03-01T05:36:22.049297Z,,,vm57,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/57/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:22.137366Z,{},,,,vm58,http://192.168.65.40:8000/virtualization/virtual-machines/58/,58,4,2026-03-01T05:36:22.137384Z,,,vm58,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/58/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:22.223153Z,{},,,,vm59,http://192.168.65.40:8000/virtualization/virtual-machines/59/,59,4,2026-03-01T05:36:22.223170Z,,,vm59,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/59/,,0
"{""description"": """", ""display"": ""DO-FRA1"", ""id"": 3, ""name"": ""DO-FRA1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/3/""}",,{},,2026-03-01T05:36:22.345339Z,{},,,,vm60,http://192.168.65.40:8000/virtualization/virtual-machines/60/,60,4,2026-03-01T05:36:22.345356Z,,,vm60,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/60/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:22.451047Z,{},,,,vm61,http://192.168.65.40:8000/virtualization/virtual-machines/61/,61,4,2026-03-01T05:36:22.451064Z,,,vm61,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/61/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:22.540892Z,{},,,,vm62,http://192.168.65.40:8000/virtualization/virtual-machines/62/,62,4,2026-03-01T05:36:22.540909Z,,,vm62,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/62/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:22.657890Z,{},,,,vm63,http://192.168.65.40:8000/virtualization/virtual-machines/63/,63,4,2026-03-01T05:36:22.657907Z,,,vm63,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/63/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:22.779653Z,{},,,,vm64,http://192.168.65.40:8000/virtualization/virtual-machines/64/,64,4,2026-03-01T05:36:22.779670Z,,,vm64,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/64/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:22.946578Z,{},,,,vm65,http://192.168.65.40:8000/virtualization/virtual-machines/65/,65,4,2026-03-01T05:36:22.946596Z,,,vm65,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/65/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:23.047770Z,{},,,,vm66,http://192.168.65.40:8000/virtualization/virtual-machines/66/,66,4,2026-03-01T05:36:23.047787Z,,,vm66,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/66/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:23.140133Z,{},,,,vm67,http://192.168.65.40:8000/virtualization/virtual-machines/67/,67,4,2026-03-01T05:36:23.140150Z,,,vm67,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/67/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:23.232165Z,{},,,,vm68,http://192.168.65.40:8000/virtualization/virtual-machines/68/,68,4,2026-03-01T05:36:23.232183Z,,,vm68,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/68/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:23.319428Z,{},,,,vm69,http://192.168.65.40:8000/virtualization/virtual-machines/69/,69,4,2026-03-01T05:36:23.319445Z,,,vm69,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/69/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:23.405638Z,{},,,,vm70,http://192.168.65.40:8000/virtualization/virtual-machines/70/,70,4,2026-03-01T05:36:23.405655Z,,,vm70,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/70/,,0
"{""description"": """", ""display"": ""DO-LON1"", ""id"": 4, ""name"": ""DO-LON1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/4/""}",,{},,2026-03-01T05:36:23.502917Z,{},,,,vm71,http://192.168.65.40:8000/virtualization/virtual-machines/71/,71,4,2026-03-01T05:36:23.502934Z,,,vm71,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/71/,,0
