_occupied,cable,cable_end,color,created,description,display,display_url,id,label,last_updated,link_peers_type,mark_connected,module,name,owner,positions,url
False,,,,2026-03-01T05:18:49.362024Z,,Port 20,http://192.168.65.40:8000/dcim/rear-ports/120/,120,,2026-03-01T05:18:49.362042Z,,False,,Port 20,,1,http://192.168.65.40:8000/api/dcim/rear-ports/120/
False,,,,2026-03-01T05:18:49.427755Z,,Port 21,http://192.168.65.40:8000/dcim/rear-ports/121/,121,,2026-03-01T05:18:49.427783Z,,False,,Port 21,,1,http://192.168.65.40:8000/api/dcim/rear-ports/121/
False,,,,2026-03-01T05:18:49.507666Z,,Port 22,http://192.168.65.40:8000/dcim/rear-ports/122/,122,,2026-03-01T05:18:49.507685Z,,False,,Port 22,,1,http://192.168.65.40:8000/api/dcim/rear-ports/122/
False,,,,2026-03-01T05:18:49.569045Z,,Port 23,http://192.168.65.40:8000/dcim/rear-ports/123/,123,,2026-03-01T05:18:49.569063Z,,False,,Port 23,,1,http://192.168.65.40:8000/api/dcim/rear-ports/123/
False,,,,2026-03-01T05:18:49.630537Z,,Port 24,http://192.168.65.40:8000/dcim/rear-ports/124/,124,,2026-03-01T05:18:49.630556Z,,False,,Port 24,,1,http://192.168.65.40:8000/api/dcim/rear-ports/124/
False,,,,2026-03-01T05:18:49.696950Z,,Port 25,http://192.168.65.40:8000/dcim/rear-ports/125/,125,,2026-03-01T05:18:49.696970Z,,False,,Port 25,,1,http://192.168.65.40:8000/api/dcim/rear-ports/125/
False,,,,2026-03-01T05:18:49.767556Z,,Port 26,http://192.168.65.40:8000/dcim/rear-ports/126/,126,,2026-03-01T05:18:49.767574Z,,False,,Port 26,,1,http://192.168.65.40:8000/api/dcim/rear-ports/126/
False,,,,2026-03-01T05:18:49.828249Z,,Port 27,http://192.168.65.40:8000/dcim/rear-ports/127/,127,,2026-03-01T05:18:49.828269Z,,False,,Port 27,,1,http://192.168.65.40:8000/api/dcim/rear-ports/127/
False,,,,2026-03-01T05:18:51.165390Z,,Port 28,http://192.168.65.40:8000/dcim/rear-ports/128/,128,,2026-03-01T05:18:51.165408Z,,False,,Port 28,,1,http://192.168.65.40:8000/api/dcim/rear-ports/128/
False,,,,2026-03-01T05:18:51.249474Z,,Port 29,http://192.168.65.40:8000/dcim/rear-ports/129/,129,,2026-03-01T05:18:51.249493Z,,False,,Port 29,,1,http://192.168.65.40:8000/api/dcim/rear-ports/129/
False,,,,2026-03-01T05:18:51.317219Z,,Port 30,http://192.168.65.40:8000/dcim/rear-ports/130/,130,,2026-03-01T05:18:51.317238Z,,False,,Port 30,,1,http://192.168.65.40:8000/api/dcim/rear-ports/130/
False,,,,2026-03-01T05:18:51.385731Z,,Port 31,http://192.168.65.40:8000/dcim/rear-ports/131/,131,,2026-03-01T05:18:51.385750Z,,False,,Port 31,,1,http://192.168.65.40:8000/api/dcim/rear-ports/131/
False,,,,2026-03-01T05:18:51.454132Z,,Port 32,http://192.168.65.40:8000/dcim/rear-ports/132/,132,,2026-03-01T05:18:51.454151Z,,False,,Port 32,,1,http://192.168.65.40:8000/api/dcim/rear-ports/132/
False,,,,2026-03-01T05:18:51.521049Z,,Port 33,http://192.168.65.40:8000/dcim/rear-ports/133/,133,,2026-03-01T05:18:51.521069Z,,False,,Port 33,,1,http://192.168.65.40:8000/api/dcim/rear-ports/133/
False,,,,2026-03-01T05:18:51.600998Z,,Port 34,http://192.168.65.40:8000/dcim/rear-ports/134/,134,,2026-03-01T05:18:51.601022Z,,False,,Port 34,,1,http://192.168.65.40:8000/api/dcim/rear-ports/134/
False,,,,2026-03-01T05:18:51.669520Z,,Port 35,http://192.168.65.40:8000/dcim/rear-ports/135/,135,,2026-03-01T05:18:51.669540Z,,False,,Port 35,,1,http://192.168.65.40:8000/api/dcim/rear-ports/135/
False,,,,2026-03-01T05:18:51.736066Z,,Port 36,http://192.168.65.40:8000/dcim/rear-ports/136/,136,,2026-03-01T05:18:51.736084Z,,False,,Port 36,,1,http://192.168.65.40:8000/api/dcim/rear-ports/136/
False,,,,2026-03-01T05:18:51.803210Z,,Port 37,http://192.168.65.40:8000/dcim/rear-ports/137/,137,,2026-03-01T05:18:51.803229Z,,False,,Port 37,,1,http://192.168.65.40:8000/api/dcim/rear-ports/137/
False,,,,2026-03-01T05:18:51.867602Z,,Port 38,http://192.168.65.40:8000/dcim/rear-ports/138/,138,,2026-03-01T05:18:51.867622Z,,False,,Port 38,,1,http://192.168.65.40:8000/api/dcim/rear-ports/138/
False,,,,2026-03-01T05:18:51.930489Z,,Port 39,http://192.168.65.40:8000/dcim/rear-ports/139/,139,,2026-03-01T05:18:51.930509Z,,False,,Port 39,,1,http://192.168.65.40:8000/api/dcim/rear-ports/139/
False,,,,2026-03-01T05:18:51.993781Z,,Port 40,http://192.168.65.40:8000/dcim/rear-ports/140/,140,,2026-03-01T05:18:51.993801Z,,False,,Port 40,,1,http://192.168.65.40:8000/api/dcim/rear-ports/140/
False,,,,2026-03-01T05:18:52.055308Z,,Port 41,http://192.168.65.40:8000/dcim/rear-ports/141/,141,,2026-03-01T05:18:52.055327Z,,False,,Port 41,,1,http://192.168.65.40:8000/api/dcim/rear-ports/141/
False,,,,2026-03-01T05:18:52.117247Z,,Port 42,http://192.168.65.40:8000/dcim/rear-ports/142/,142,,2026-03-01T05:18:52.117267Z,,False,,Port 42,,1,http://192.168.65.40:8000/api/dcim/rear-ports/142/
False,,,,2026-03-01T05:18:52.183062Z,,Port 43,http://192.168.65.40:8000/dcim/rear-ports/143/,143,,2026-03-01T05:18:52.183081Z,,False,,Port 43,,1,http://192.168.65.40:8000/api/dcim/rear-ports/143/
False,,,,2026-03-01T05:18:52.246215Z,,Port 44,http://192.168.65.40:8000/dcim/rear-ports/144/,144,,2026-03-01T05:18:52.246234Z,,False,,Port 44,,1,http://192.168.65.40:8000/api/dcim/rear-ports/144/
False,,,,2026-03-01T05:18:52.307658Z,,Port 45,http://192.168.65.40:8000/dcim/rear-ports/145/,145,,2026-03-01T05:18:52.307676Z,,False,,Port 45,,1,http://192.168.65.40:8000/api/dcim/rear-ports/145/
False,,,,2026-03-01T05:18:52.374173Z,,Port 46,http://192.168.65.40:8000/dcim/rear-ports/146/,146,,2026-03-01T05:18:52.374192Z,,False,,Port 46,,1,http://192.168.65.40:8000/api/dcim/rear-ports/146/
False,,,,2026-03-01T05:18:52.435462Z,,Port 47,http://192.168.65.40:8000/dcim/rear-ports/147/,147,,2026-03-01T05:18:52.435481Z,,False,,Port 47,,1,http://192.168.65.40:8000/api/dcim/rear-ports/147/
False,,,,2026-03-01T05:18:52.498644Z,,Port 48,http://192.168.65.40:8000/dcim/rear-ports/148/,148,,2026-03-01T05:18:52.498663Z,,False,,Port 48,,1,http://192.168.65.40:8000/api/dcim/rear-ports/148/
False,,,,2026-03-01T05:18:52.561685Z,,Port 1,http://192.168.65.40:8000/dcim/rear-ports/149/,149,,2026-03-01T05:18:52.561704Z,,False,,Port 1,,1,http://192.168.65.40:8000/api/dcim/rear-ports/149/
False,,,,2026-03-01T05:18:52.634294Z,,Port 2,http://192.168.65.40:8000/dcim/rear-ports/150/,150,,2026-03-01T05:18:52.634313Z,,False,,Port 2,,1,http://192.168.65.40:8000/api/dcim/rear-ports/150/
False,,,,2026-03-01T05:18:52.711858Z,,Port 3,http://192.168.65.40:8000/dcim/rear-ports/151/,151,,2026-03-01T05:18:52.711878Z,,False,,Port 3,,1,http://192.168.65.40:8000/api/dcim/rear-ports/151/
False,,,,2026-03-01T05:18:52.779315Z,,Port 4,http://192.168.65.40:8000/dcim/rear-ports/152/,152,,2026-03-01T05:18:52.779336Z,,False,,Port 4,,1,http://192.168.65.40:8000/api/dcim/rear-ports/152/
False,,,,2026-03-01T05:18:52.842928Z,,Port 5,http://192.168.65.40:8000/dcim/rear-ports/153/,153,,2026-03-01T05:18:52.842950Z,,False,,Port 5,,1,http://192.168.65.40:8000/api/dcim/rear-ports/153/
False,,,,2026-03-01T05:18:52.910482Z,,Port 6,http://192.168.65.40:8000/dcim/rear-ports/154/,154,,2026-03-01T05:18:52.910502Z,,False,,Port 6,,1,http://192.168.65.40:8000/api/dcim/rear-ports/154/
False,,,,2026-03-01T05:18:52.972472Z,,Port 7,http://192.168.65.40:8000/dcim/rear-ports/155/,155,,2026-03-01T05:18:52.972491Z,,False,,Port 7,,1,http://192.168.65.40:8000/api/dcim/rear-ports/155/
False,,,,2026-03-01T05:18:53.036313Z,,Port 8,http://192.168.65.40:8000/dcim/rear-ports/156/,156,,2026-03-01T05:18:53.036332Z,,False,,Port 8,,1,http://192.168.65.40:8000/api/dcim/rear-ports/156/
False,,,,2026-03-01T05:18:53.097756Z,,Port 9,http://192.168.65.40:8000/dcim/rear-ports/157/,157,,2026-03-01T05:18:53.097777Z,,False,,Port 9,,1,http://192.168.65.40:8000/api/dcim/rear-ports/157/
False,,,,2026-03-01T05:18:53.164120Z,,Port 10,http://192.168.65.40:8000/dcim/rear-ports/158/,158,,2026-03-01T05:18:53.164140Z,,False,,Port 10,,1,http://192.168.65.40:8000/api/dcim/rear-ports/158/
False,,,,2026-03-01T05:18:53.227541Z,,Port 11,http://192.168.65.40:8000/dcim/rear-ports/159/,159,,2026-03-01T05:18:53.227561Z,,False,,Port 11,,1,http://192.168.65.40:8000/api/dcim/rear-ports/159/
False,,,,2026-03-01T05:18:53.318104Z,,Port 12,http://192.168.65.40:8000/dcim/rear-ports/160/,160,,2026-03-01T05:18:53.318122Z,,False,,Port 12,,1,http://192.168.65.40:8000/api/dcim/rear-ports/160/
False,,,,2026-03-01T05:18:53.380041Z,,Port 13,http://192.168.65.40:8000/dcim/rear-ports/161/,161,,2026-03-01T05:18:53.380060Z,,False,,Port 13,,1,http://192.168.65.40:8000/api/dcim/rear-ports/161/
False,,,,2026-03-01T05:18:53.443078Z,,Port 14,http://192.168.65.40:8000/dcim/rear-ports/162/,162,,2026-03-01T05:18:53.443096Z,,False,,Port 14,,1,http://192.168.65.40:8000/api/dcim/rear-ports/162/
False,,,,2026-03-01T05:18:53.504346Z,,Port 15,http://192.168.65.40:8000/dcim/rear-ports/163/,163,,2026-03-01T05:18:53.504366Z,,False,,Port 15,,1,http://192.168.65.40:8000/api/dcim/rear-ports/163/
False,,,,2026-03-01T05:18:53.569015Z,,Port 16,http://192.168.65.40:8000/dcim/rear-ports/164/,164,,2026-03-01T05:18:53.569035Z,,False,,Port 16,,1,http://192.168.65.40:8000/api/dcim/rear-ports/164/
False,,,,2026-03-01T05:18:53.634813Z,,Port 17,http://192.168.65.40:8000/dcim/rear-ports/165/,165,,2026-03-01T05:18:53.634833Z,,False,,Port 17,,1,http://192.168.65.40:8000/api/dcim/rear-ports/165/
False,,,,2026-03-01T05:18:53.722600Z,,Port 18,http://192.168.65.40:8000/dcim/rear-ports/166/,166,,2026-03-01T05:18:53.722620Z,,False,,Port 18,,1,http://192.168.65.40:8000/api/dcim/rear-ports/166/
False,,,,2026-03-01T05:18:53.798719Z,,Port 19,http://192.168.65.40:8000/dcim/rear-ports/167/,167,,2026-03-01T05:18:53.798742Z,,False,,Port 19,,1,http://192.168.65.40:8000/api/dcim/rear-ports/167/
False,,,,2026-03-01T05:18:53.871227Z,,Port 20,http://192.168.65.40:8000/dcim/rear-ports/168/,168,,2026-03-01T05:18:53.871246Z,,False,,Port 20,,1,http://192.168.65.40:8000/api/dcim/rear-ports/168/
False,,,,2026-03-01T05:18:53.933514Z,,Port 21,http://192.168.65.40:8000/dcim/rear-ports/169/,169,,2026-03-01T05:18:53.933534Z,,False,,Port 21,,1,http://192.168.65.40:8000/api/dcim/rear-ports/169/
False,,,,2026-03-01T05:18:53.996856Z,,Port 22,http://192.168.65.40:8000/dcim/rear-ports/170/,170,,2026-03-01T05:18:53.996874Z,,False,,Port 22,,1,http://192.168.65.40:8000/api/dcim/rear-ports/170/
False,,,,2026-03-01T05:18:54.063067Z,,Port 23,http://192.168.65.40:8000/dcim/rear-ports/171/,171,,2026-03-01T05:18:54.063087Z,,False,,Port 23,,1,http://192.168.65.40:8000/api/dcim/rear-ports/171/
False,,,,2026-03-01T05:18:54.125306Z,,Port 24,http://192.168.65.40:8000/dcim/rear-ports/172/,172,,2026-03-01T05:18:54.125325Z,,False,,Port 24,,1,http://192.168.65.40:8000/api/dcim/rear-ports/172/
False,,,,2026-03-01T05:18:54.186684Z,,Port 25,http://192.168.65.40:8000/dcim/rear-ports/173/,173,,2026-03-01T05:18:54.186703Z,,False,,Port 25,,1,http://192.168.65.40:8000/api/dcim/rear-ports/173/
False,,,,2026-03-01T05:18:54.250407Z,,Port 26,http://192.168.65.40:8000/dcim/rear-ports/174/,174,,2026-03-01T05:18:54.250427Z,,False,,Port 26,,1,http://192.168.65.40:8000/api/dcim/rear-ports/174/
False,,,,2026-03-01T05:18:54.316161Z,,Port 27,http://192.168.65.40:8000/dcim/rear-ports/175/,175,,2026-03-01T05:18:54.316181Z,,False,,Port 27,,1,http://192.168.65.40:8000/api/dcim/rear-ports/175/
False,,,,2026-03-01T05:18:54.381417Z,,Port 28,http://192.168.65.40:8000/dcim/rear-ports/176/,176,,2026-03-01T05:18:54.381437Z,,False,,Port 28,,1,http://192.168.65.40:8000/api/dcim/rear-ports/176/
False,,,,2026-03-01T05:18:54.447721Z,,Port 29,http://192.168.65.40:8000/dcim/rear-ports/177/,177,,2026-03-01T05:18:54.447741Z,,False,,Port 29,,1,http://192.168.65.40:8000/api/dcim/rear-ports/177/
False,,,,2026-03-01T05:18:54.511156Z,,Port 30,http://192.168.65.40:8000/dcim/rear-ports/178/,178,,2026-03-01T05:18:54.511175Z,,False,,Port 30,,1,http://192.168.65.40:8000/api/dcim/rear-ports/178/
False,,,,2026-03-01T05:18:54.574082Z,,Port 31,http://192.168.65.40:8000/dcim/rear-ports/179/,179,,2026-03-01T05:18:54.574101Z,,False,,Port 31,,1,http://192.168.65.40:8000/api/dcim/rear-ports/179/
False,,,,2026-03-01T05:18:54.636898Z,,Port 32,http://192.168.65.40:8000/dcim/rear-ports/180/,180,,2026-03-01T05:18:54.636917Z,,False,,Port 32,,1,http://192.168.65.40:8000/api/dcim/rear-ports/180/
False,,,,2026-03-01T05:18:54.701918Z,,Port 33,http://192.168.65.40:8000/dcim/rear-ports/181/,181,,2026-03-01T05:18:54.701937Z,,False,,Port 33,,1,http://192.168.65.40:8000/api/dcim/rear-ports/181/
False,,,,2026-03-01T05:18:54.785038Z,,Port 34,http://192.168.65.40:8000/dcim/rear-ports/182/,182,,2026-03-01T05:18:54.785065Z,,False,,Port 34,,1,http://192.168.65.40:8000/api/dcim/rear-ports/182/
False,,,,2026-03-01T05:18:54.853839Z,,Port 35,http://192.168.65.40:8000/dcim/rear-ports/183/,183,,2026-03-01T05:18:54.853858Z,,False,,Port 35,,1,http://192.168.65.40:8000/api/dcim/rear-ports/183/
False,,,,2026-03-01T05:18:54.920232Z,,Port 36,http://192.168.65.40:8000/dcim/rear-ports/184/,184,,2026-03-01T05:18:54.920251Z,,False,,Port 36,,1,http://192.168.65.40:8000/api/dcim/rear-ports/184/
False,,,,2026-03-01T05:18:54.984332Z,,Port 37,http://192.168.65.40:8000/dcim/rear-ports/185/,185,,2026-03-01T05:18:54.984351Z,,False,,Port 37,,1,http://192.168.65.40:8000/api/dcim/rear-ports/185/
False,,,,2026-03-01T05:18:55.045358Z,,Port 38,http://192.168.65.40:8000/dcim/rear-ports/186/,186,,2026-03-01T05:18:55.045377Z,,False,,Port 38,,1,http://192.168.65.40:8000/api/dcim/rear-ports/186/
False,,,,2026-03-01T05:18:55.108723Z,,Port 39,http://192.168.65.40:8000/dcim/rear-ports/187/,187,,2026-03-01T05:18:55.108742Z,,False,,Port 39,,1,http://192.168.65.40:8000/api/dcim/rear-ports/187/
False,,,,2026-03-01T05:18:55.171119Z,,Port 40,http://192.168.65.40:8000/dcim/rear-ports/188/,188,,2026-03-01T05:18:55.171138Z,,False,,Port 40,,1,http://192.168.65.40:8000/api/dcim/rear-ports/188/
False,,,,2026-03-01T05:18:55.241679Z,,Port 41,http://192.168.65.40:8000/dcim/rear-ports/189/,189,,2026-03-01T05:18:55.241699Z,,False,,Port 41,,1,http://192.168.65.40:8000/api/dcim/rear-ports/189/
False,,,,2026-03-01T05:18:55.302558Z,,Port 42,http://192.168.65.40:8000/dcim/rear-ports/190/,190,,2026-03-01T05:18:55.302577Z,,False,,Port 42,,1,http://192.168.65.40:8000/api/dcim/rear-ports/190/
False,,,,2026-03-01T05:18:55.365286Z,,Port 43,http://192.168.65.40:8000/dcim/rear-ports/191/,191,,2026-03-01T05:18:55.365305Z,,False,,Port 43,,1,http://192.168.65.40:8000/api/dcim/rear-ports/191/
False,,,,2026-03-01T05:18:55.431167Z,,Port 44,http://192.168.65.40:8000/dcim/rear-ports/192/,192,,2026-03-01T05:18:55.431187Z,,False,,Port 44,,1,http://192.168.65.40:8000/api/dcim/rear-ports/192/
False,,,,2026-03-01T05:18:55.492543Z,,Port 45,http://192.168.65.40:8000/dcim/rear-ports/193/,193,,2026-03-01T05:18:55.492564Z,,False,,Port 45,,1,http://192.168.65.40:8000/api/dcim/rear-ports/193/
False,,,,2026-03-01T05:18:55.553553Z,,Port 46,http://192.168.65.40:8000/dcim/rear-ports/194/,194,,2026-03-01T05:18:55.553572Z,,False,,Port 46,,1,http://192.168.65.40:8000/api/dcim/rear-ports/194/
False,,,,2026-03-01T05:18:55.618229Z,,Port 47,http://192.168.65.40:8000/dcim/rear-ports/195/,195,,2026-03-01T05:18:55.618248Z,,False,,Port 47,,1,http://192.168.65.40:8000/api/dcim/rear-ports/195/
False,,,,2026-03-01T05:18:55.683707Z,,Port 48,http://192.168.65.40:8000/dcim/rear-ports/196/,196,,2026-03-01T05:18:55.683726Z,,False,,Port 48,,1,http://192.168.65.40:8000/api/dcim/rear-ports/196/
False,,,,2026-03-01T05:18:55.752346Z,,Port 1,http://192.168.65.40:8000/dcim/rear-ports/197/,197,,2026-03-01T05:18:55.752365Z,,False,,Port 1,,1,http://192.168.65.40:8000/api/dcim/rear-ports/197/
False,,,,2026-03-01T05:18:55.825295Z,,Port 2,http://192.168.65.40:8000/dcim/rear-ports/198/,198,,2026-03-01T05:18:55.825315Z,,False,,Port 2,,1,http://192.168.65.40:8000/api/dcim/rear-ports/198/
False,,,,2026-03-01T05:18:55.901182Z,,Port 3,http://192.168.65.40:8000/dcim/rear-ports/199/,199,,2026-03-01T05:18:55.901201Z,,False,,Port 3,,1,http://192.168.65.40:8000/api/dcim/rear-ports/199/
False,,,,2026-03-01T05:18:55.964906Z,,Port 4,http://192.168.65.40:8000/dcim/rear-ports/200/,200,,2026-03-01T05:18:55.964926Z,,False,,Port 4,,1,http://192.168.65.40:8000/api/dcim/rear-ports/200/
False,,,,2026-03-01T05:18:56.030871Z,,Port 5,http://192.168.65.40:8000/dcim/rear-ports/201/,201,,2026-03-01T05:18:56.030891Z,,False,,Port 5,,1,http://192.168.65.40:8000/api/dcim/rear-ports/201/
False,,,,2026-03-01T05:18:56.104866Z,,Port 6,http://192.168.65.40:8000/dcim/rear-ports/202/,202,,2026-03-01T05:18:56.104885Z,,False,,Port 6,,1,http://192.168.65.40:8000/api/dcim/rear-ports/202/
False,,,,2026-03-01T05:18:56.181347Z,,Port 7,http://192.168.65.40:8000/dcim/rear-ports/203/,203,,2026-03-01T05:18:56.181366Z,,False,,Port 7,,1,http://192.168.65.40:8000/api/dcim/rear-ports/203/
False,,,,2026-03-01T05:18:56.245338Z,,Port 8,http://192.168.65.40:8000/dcim/rear-ports/204/,204,,2026-03-01T05:18:56.245356Z,,False,,Port 8,,1,http://192.168.65.40:8000/api/dcim/rear-ports/204/
False,,,,2026-03-01T05:18:56.306846Z,,Port 9,http://192.168.65.40:8000/dcim/rear-ports/205/,205,,2026-03-01T05:18:56.306865Z,,False,,Port 9,,1,http://192.168.65.40:8000/api/dcim/rear-ports/205/
False,,,,2026-03-01T05:18:56.371364Z,,Port 10,http://192.168.65.40:8000/dcim/rear-ports/206/,206,,2026-03-01T05:18:56.371383Z,,False,,Port 10,,1,http://192.168.65.40:8000/api/dcim/rear-ports/206/
False,,,,2026-03-01T05:18:56.438241Z,,Port 11,http://192.168.65.40:8000/dcim/rear-ports/207/,207,,2026-03-01T05:18:56.438260Z,,False,,Port 11,,1,http://192.168.65.40:8000/api/dcim/rear-ports/207/
False,,,,2026-03-01T05:18:56.500874Z,,Port 12,http://192.168.65.40:8000/dcim/rear-ports/208/,208,,2026-03-01T05:18:56.500894Z,,False,,Port 12,,1,http://192.168.65.40:8000/api/dcim/rear-ports/208/
False,,,,2026-03-01T05:18:56.566954Z,,Port 13,http://192.168.65.40:8000/dcim/rear-ports/209/,209,,2026-03-01T05:18:56.566973Z,,False,,Port 13,,1,http://192.168.65.40:8000/api/dcim/rear-ports/209/
False,,,,2026-03-01T05:18:56.636187Z,,Port 14,http://192.168.65.40:8000/dcim/rear-ports/210/,210,,2026-03-01T05:18:56.636207Z,,False,,Port 14,,1,http://192.168.65.40:8000/api/dcim/rear-ports/210/
False,,,,2026-03-01T05:18:56.703356Z,,Port 15,http://192.168.65.40:8000/dcim/rear-ports/211/,211,,2026-03-01T05:18:56.703375Z,,False,,Port 15,,1,http://192.168.65.40:8000/api/dcim/rear-ports/211/
False,,,,2026-03-01T05:18:56.768480Z,,Port 16,http://192.168.65.40:8000/dcim/rear-ports/212/,212,,2026-03-01T05:18:56.768499Z,,False,,Port 16,,1,http://192.168.65.40:8000/api/dcim/rear-ports/212/
False,,,,2026-03-01T05:18:56.836297Z,,Port 17,http://192.168.65.40:8000/dcim/rear-ports/213/,213,,2026-03-01T05:18:56.836316Z,,False,,Port 17,,1,http://192.168.65.40:8000/api/dcim/rear-ports/213/
False,,,,2026-03-01T05:18:56.921992Z,,Port 18,http://192.168.65.40:8000/dcim/rear-ports/214/,214,,2026-03-01T05:18:56.922013Z,,False,,Port 18,,1,http://192.168.65.40:8000/api/dcim/rear-ports/214/
False,,,,2026-03-01T05:18:56.986605Z,,Port 19,http://192.168.65.40:8000/dcim/rear-ports/215/,215,,2026-03-01T05:18:56.986625Z,,False,,Port 19,,1,http://192.168.65.40:8000/api/dcim/rear-ports/215/
False,,,,2026-03-01T05:18:57.051823Z,,Port 20,http://192.168.65.40:8000/dcim/rear-ports/216/,216,,2026-03-01T05:18:57.051844Z,,False,,Port 20,,1,http://192.168.65.40:8000/api/dcim/rear-ports/216/
False,,,,2026-03-01T05:18:57.114220Z,,Port 21,http://192.168.65.40:8000/dcim/rear-ports/217/,217,,2026-03-01T05:18:57.114239Z,,False,,Port 21,,1,http://192.168.65.40:8000/api/dcim/rear-ports/217/
False,,,,2026-03-01T05:18:57.182105Z,,Port 22,http://192.168.65.40:8000/dcim/rear-ports/218/,218,,2026-03-01T05:18:57.182124Z,,False,,Port 22,,1,http://192.168.65.40:8000/api/dcim/rear-ports/218/
False,,,,2026-03-01T05:18:57.246611Z,,Port 23,http://192.168.65.40:8000/dcim/rear-ports/219/,219,,2026-03-01T05:18:57.246630Z,,False,,Port 23,,1,http://192.168.65.40:8000/api/dcim/rear-ports/219/
False,,,,2026-03-01T05:18:57.310489Z,,Port 24,http://192.168.65.40:8000/dcim/rear-ports/220/,220,,2026-03-01T05:18:57.310508Z,,False,,Port 24,,1,http://192.168.65.40:8000/api/dcim/rear-ports/220/
False,,,,2026-03-01T05:18:57.378215Z,,Port 25,http://192.168.65.40:8000/dcim/rear-ports/221/,221,,2026-03-01T05:18:57.378235Z,,False,,Port 25,,1,http://192.168.65.40:8000/api/dcim/rear-ports/221/
False,,,,2026-03-01T05:18:57.441820Z,,Port 26,http://192.168.65.40:8000/dcim/rear-ports/222/,222,,2026-03-01T05:18:57.441840Z,,False,,Port 26,,1,http://192.168.65.40:8000/api/dcim/rear-ports/222/
False,,,,2026-03-01T05:18:57.509488Z,,Port 27,http://192.168.65.40:8000/dcim/rear-ports/223/,223,,2026-03-01T05:18:57.509507Z,,False,,Port 27,,1,http://192.168.65.40:8000/api/dcim/rear-ports/223/
False,,,,2026-03-01T05:18:57.578131Z,,Port 28,http://192.168.65.40:8000/dcim/rear-ports/224/,224,,2026-03-01T05:18:57.578150Z,,False,,Port 28,,1,http://192.168.65.40:8000/api/dcim/rear-ports/224/
False,,,,2026-03-01T05:18:57.646069Z,,Port 29,http://192.168.65.40:8000/dcim/rear-ports/225/,225,,2026-03-01T05:18:57.646089Z,,False,,Port 29,,1,http://192.168.65.40:8000/api/dcim/rear-ports/225/
False,,,,2026-03-01T05:18:57.713026Z,,Port 30,http://192.168.65.40:8000/dcim/rear-ports/226/,226,,2026-03-01T05:18:57.713046Z,,False,,Port 30,,1,http://192.168.65.40:8000/api/dcim/rear-ports/226/
False,,,,2026-03-01T05:18:57.777330Z,,Port 31,http://192.168.65.40:8000/dcim/rear-ports/227/,227,,2026-03-01T05:18:57.777349Z,,False,,Port 31,,1,http://192.168.65.40:8000/api/dcim/rear-ports/227/
False,,,,2026-03-01T05:18:57.839650Z,,Port 32,http://192.168.65.40:8000/dcim/rear-ports/228/,228,,2026-03-01T05:18:57.839669Z,,False,,Port 32,,1,http://192.168.65.40:8000/api/dcim/rear-ports/228/
False,,,,2026-03-01T05:18:57.910170Z,,Port 33,http://192.168.65.40:8000/dcim/rear-ports/229/,229,,2026-03-01T05:18:57.910193Z,,False,,Port 33,,1,http://192.168.65.40:8000/api/dcim/rear-ports/229/
False,,,,2026-03-01T05:18:57.986730Z,,Port 34,http://192.168.65.40:8000/dcim/rear-ports/230/,230,,2026-03-01T05:18:57.986749Z,,False,,Port 34,,1,http://192.168.65.40:8000/api/dcim/rear-ports/230/
False,,,,2026-03-01T05:18:58.048361Z,,Port 35,http://192.168.65.40:8000/dcim/rear-ports/231/,231,,2026-03-01T05:18:58.048380Z,,False,,Port 35,,1,http://192.168.65.40:8000/api/dcim/rear-ports/231/
False,,,,2026-03-01T05:18:58.112096Z,,Port 36,http://192.168.65.40:8000/dcim/rear-ports/232/,232,,2026-03-01T05:18:58.112115Z,,False,,Port 36,,1,http://192.168.65.40:8000/api/dcim/rear-ports/232/
False,,,,2026-03-01T05:18:58.176869Z,,Port 37,http://192.168.65.40:8000/dcim/rear-ports/233/,233,,2026-03-01T05:18:58.176889Z,,False,,Port 37,,1,http://192.168.65.40:8000/api/dcim/rear-ports/233/
False,,,,2026-03-01T05:18:58.243813Z,,Port 38,http://192.168.65.40:8000/dcim/rear-ports/234/,234,,2026-03-01T05:18:58.243833Z,,False,,Port 38,,1,http://192.168.65.40:8000/api/dcim/rear-ports/234/
False,,,,2026-03-01T05:18:58.312040Z,,Port 39,http://192.168.65.40:8000/dcim/rear-ports/235/,235,,2026-03-01T05:18:58.312059Z,,False,,Port 39,,1,http://192.168.65.40:8000/api/dcim/rear-ports/235/
False,,,,2026-03-01T05:18:58.375418Z,,Port 40,http://192.168.65.40:8000/dcim/rear-ports/236/,236,,2026-03-01T05:18:58.375438Z,,False,,Port 40,,1,http://192.168.65.40:8000/api/dcim/rear-ports/236/
False,,,,2026-03-01T05:18:58.458599Z,,Port 41,http://192.168.65.40:8000/dcim/rear-ports/237/,237,,2026-03-01T05:18:58.458620Z,,False,,Port 41,,1,http://192.168.65.40:8000/api/dcim/rear-ports/237/
False,,,,2026-03-01T05:18:58.522627Z,,Port 42,http://192.168.65.40:8000/dcim/rear-ports/238/,238,,2026-03-01T05:18:58.522646Z,,False,,Port 42,,1,http://192.168.65.40:8000/api/dcim/rear-ports/238/
False,,,,2026-03-01T05:18:58.585931Z,,Port 43,http://192.168.65.40:8000/dcim/rear-ports/239/,239,,2026-03-01T05:18:58.585950Z,,False,,Port 43,,1,http://192.168.65.40:8000/api/dcim/rear-ports/239/
