_occupied,cable,cable_end,color,created,custom_fields,description,device,display,display_url,id,label,last_updated,link_peers,link_peers_type,mark_connected,module,name,owner,positions,rear_ports,tags,type,url
False,,,,2026-03-01T05:17:36.157493Z,{},,"{""description"": """", ""display"": ""PP:MDF"", ""id"": 48, ""name"": ""PP:MDF"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/48/""}",Port 44,http://192.168.65.40:8000/dcim/front-ports/188/,188,,2026-03-01T05:17:36.157513Z,[],,False,,Port 44,,1,"[{""position"": 1, ""rear_port"": 4, ""rear_port_position"": 44}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/188/
False,,,,2026-03-01T05:17:36.214689Z,{},,"{""description"": """", ""display"": ""PP:MDF"", ""id"": 48, ""name"": ""PP:MDF"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/48/""}",Port 45,http://192.168.65.40:8000/dcim/front-ports/189/,189,,2026-03-01T05:17:36.214708Z,[],,False,,Port 45,,1,"[{""position"": 1, ""rear_port"": 4, ""rear_port_position"": 45}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/189/
False,,,,2026-03-01T05:17:36.274174Z,{},,"{""description"": """", ""display"": ""PP:MDF"", ""id"": 48, ""name"": ""PP:MDF"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/48/""}",Port 46,http://192.168.65.40:8000/dcim/front-ports/190/,190,,2026-03-01T05:17:36.274194Z,[],,False,,Port 46,,1,"[{""position"": 1, ""rear_port"": 4, ""rear_port_position"": 46}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/190/
False,,,,2026-03-01T05:17:36.328764Z,{},,"{""description"": """", ""display"": ""PP:MDF"", ""id"": 48, ""name"": ""PP:MDF"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/48/""}",Port 47,http://192.168.65.40:8000/dcim/front-ports/191/,191,,2026-03-01T05:17:36.328784Z,[],,False,,Port 47,,1,"[{""position"": 1, ""rear_port"": 4, ""rear_port_position"": 47}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/191/
False,,,,2026-03-01T05:17:36.395809Z,{},,"{""description"": """", ""display"": ""PP:MDF"", ""id"": 48, ""name"": ""PP:MDF"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/48/""}",Port 48,http://192.168.65.40:8000/dcim/front-ports/192/,192,,2026-03-01T05:17:36.395829Z,[],,False,,Port 48,,1,"[{""position"": 1, ""rear_port"": 4, ""rear_port_position"": 48}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/192/
False,,,,2026-03-01T05:17:36.456742Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 1,http://192.168.65.40:8000/dcim/front-ports/193/,193,,2026-03-01T05:17:36.456762Z,[],,False,,Port 1,,1,"[{""position"": 1, ""rear_port"": 5, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/193/
False,,,,2026-03-01T05:17:36.528609Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 2,http://192.168.65.40:8000/dcim/front-ports/194/,194,,2026-03-01T05:17:36.528628Z,[],,False,,Port 2,,1,"[{""position"": 1, ""rear_port"": 6, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/194/
False,,,,2026-03-01T05:17:36.597339Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 3,http://192.168.65.40:8000/dcim/front-ports/195/,195,,2026-03-01T05:17:36.597358Z,[],,False,,Port 3,,1,"[{""position"": 1, ""rear_port"": 7, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/195/
False,,,,2026-03-01T05:17:36.657434Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 4,http://192.168.65.40:8000/dcim/front-ports/196/,196,,2026-03-01T05:17:36.657454Z,[],,False,,Port 4,,1,"[{""position"": 1, ""rear_port"": 8, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/196/
False,,,,2026-03-01T05:17:36.784569Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 5,http://192.168.65.40:8000/dcim/front-ports/197/,197,,2026-03-01T05:17:36.784589Z,[],,False,,Port 5,,1,"[{""position"": 1, ""rear_port"": 9, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/197/
False,,,,2026-03-01T05:17:36.857397Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 6,http://192.168.65.40:8000/dcim/front-ports/198/,198,,2026-03-01T05:17:36.857416Z,[],,False,,Port 6,,1,"[{""position"": 1, ""rear_port"": 10, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/198/
False,,,,2026-03-01T05:17:36.918553Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 7,http://192.168.65.40:8000/dcim/front-ports/199/,199,,2026-03-01T05:17:36.918573Z,[],,False,,Port 7,,1,"[{""position"": 1, ""rear_port"": 11, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/199/
False,,,,2026-03-01T05:17:36.974625Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 8,http://192.168.65.40:8000/dcim/front-ports/200/,200,,2026-03-01T05:17:36.974644Z,[],,False,,Port 8,,1,"[{""position"": 1, ""rear_port"": 12, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/200/
False,,,,2026-03-01T05:17:37.031528Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 9,http://192.168.65.40:8000/dcim/front-ports/201/,201,,2026-03-01T05:17:37.031548Z,[],,False,,Port 9,,1,"[{""position"": 1, ""rear_port"": 13, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/201/
False,,,,2026-03-01T05:17:37.087849Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 10,http://192.168.65.40:8000/dcim/front-ports/202/,202,,2026-03-01T05:17:37.087869Z,[],,False,,Port 10,,1,"[{""position"": 1, ""rear_port"": 14, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/202/
False,,,,2026-03-01T05:17:37.145783Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 11,http://192.168.65.40:8000/dcim/front-ports/203/,203,,2026-03-01T05:17:37.145801Z,[],,False,,Port 11,,1,"[{""position"": 1, ""rear_port"": 15, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/203/
False,,,,2026-03-01T05:17:37.213752Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 12,http://192.168.65.40:8000/dcim/front-ports/204/,204,,2026-03-01T05:17:37.213771Z,[],,False,,Port 12,,1,"[{""position"": 1, ""rear_port"": 16, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/204/
False,,,,2026-03-01T05:17:37.275846Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 13,http://192.168.65.40:8000/dcim/front-ports/205/,205,,2026-03-01T05:17:37.275865Z,[],,False,,Port 13,,1,"[{""position"": 1, ""rear_port"": 17, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/205/
False,,,,2026-03-01T05:17:37.332538Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 14,http://192.168.65.40:8000/dcim/front-ports/206/,206,,2026-03-01T05:17:37.332557Z,[],,False,,Port 14,,1,"[{""position"": 1, ""rear_port"": 18, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/206/
False,,,,2026-03-01T05:17:37.390698Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 15,http://192.168.65.40:8000/dcim/front-ports/207/,207,,2026-03-01T05:17:37.390719Z,[],,False,,Port 15,,1,"[{""position"": 1, ""rear_port"": 19, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/207/
False,,,,2026-03-01T05:17:37.447427Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 16,http://192.168.65.40:8000/dcim/front-ports/208/,208,,2026-03-01T05:17:37.447446Z,[],,False,,Port 16,,1,"[{""position"": 1, ""rear_port"": 20, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/208/
False,,,,2026-03-01T05:17:37.510016Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 17,http://192.168.65.40:8000/dcim/front-ports/209/,209,,2026-03-01T05:17:37.510035Z,[],,False,,Port 17,,1,"[{""position"": 1, ""rear_port"": 21, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/209/
False,,,,2026-03-01T05:17:37.575368Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 18,http://192.168.65.40:8000/dcim/front-ports/210/,210,,2026-03-01T05:17:37.575400Z,[],,False,,Port 18,,1,"[{""position"": 1, ""rear_port"": 22, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/210/
False,,,,2026-03-01T05:17:37.653629Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 19,http://192.168.65.40:8000/dcim/front-ports/211/,211,,2026-03-01T05:17:37.653649Z,[],,False,,Port 19,,1,"[{""position"": 1, ""rear_port"": 23, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/211/
False,,,,2026-03-01T05:17:37.714052Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 20,http://192.168.65.40:8000/dcim/front-ports/212/,212,,2026-03-01T05:17:37.714071Z,[],,False,,Port 20,,1,"[{""position"": 1, ""rear_port"": 24, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/212/
False,,,,2026-03-01T05:17:37.778748Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 21,http://192.168.65.40:8000/dcim/front-ports/213/,213,,2026-03-01T05:17:37.778768Z,[],,False,,Port 21,,1,"[{""position"": 1, ""rear_port"": 25, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/213/
False,,,,2026-03-01T05:17:37.834466Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 22,http://192.168.65.40:8000/dcim/front-ports/214/,214,,2026-03-01T05:17:37.834486Z,[],,False,,Port 22,,1,"[{""position"": 1, ""rear_port"": 26, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/214/
False,,,,2026-03-01T05:17:37.892460Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 23,http://192.168.65.40:8000/dcim/front-ports/215/,215,,2026-03-01T05:17:37.892480Z,[],,False,,Port 23,,1,"[{""position"": 1, ""rear_port"": 27, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/215/
False,,,,2026-03-01T05:17:37.956663Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 24,http://192.168.65.40:8000/dcim/front-ports/216/,216,,2026-03-01T05:17:37.956688Z,[],,False,,Port 24,,1,"[{""position"": 1, ""rear_port"": 28, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/216/
False,,,,2026-03-01T05:17:38.022723Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 25,http://192.168.65.40:8000/dcim/front-ports/217/,217,,2026-03-01T05:17:38.022742Z,[],,False,,Port 25,,1,"[{""position"": 1, ""rear_port"": 29, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/217/
False,,,,2026-03-01T05:17:38.082435Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 26,http://192.168.65.40:8000/dcim/front-ports/218/,218,,2026-03-01T05:17:38.082455Z,[],,False,,Port 26,,1,"[{""position"": 1, ""rear_port"": 30, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/218/
False,,,,2026-03-01T05:17:38.139980Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 27,http://192.168.65.40:8000/dcim/front-ports/219/,219,,2026-03-01T05:17:38.139998Z,[],,False,,Port 27,,1,"[{""position"": 1, ""rear_port"": 31, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/219/
False,,,,2026-03-01T05:17:38.197240Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 28,http://192.168.65.40:8000/dcim/front-ports/220/,220,,2026-03-01T05:17:38.197260Z,[],,False,,Port 28,,1,"[{""position"": 1, ""rear_port"": 32, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/220/
False,,,,2026-03-01T05:17:38.256635Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 29,http://192.168.65.40:8000/dcim/front-ports/221/,221,,2026-03-01T05:17:38.256655Z,[],,False,,Port 29,,1,"[{""position"": 1, ""rear_port"": 33, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/221/
False,,,,2026-03-01T05:17:38.313890Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 30,http://192.168.65.40:8000/dcim/front-ports/222/,222,,2026-03-01T05:17:38.313909Z,[],,False,,Port 30,,1,"[{""position"": 1, ""rear_port"": 34, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/222/
False,,,,2026-03-01T05:17:38.371468Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 31,http://192.168.65.40:8000/dcim/front-ports/223/,223,,2026-03-01T05:17:38.371488Z,[],,False,,Port 31,,1,"[{""position"": 1, ""rear_port"": 35, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/223/
False,,,,2026-03-01T05:17:38.436927Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 32,http://192.168.65.40:8000/dcim/front-ports/224/,224,,2026-03-01T05:17:38.436947Z,[],,False,,Port 32,,1,"[{""position"": 1, ""rear_port"": 36, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/224/
False,,,,2026-03-01T05:17:38.495648Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 33,http://192.168.65.40:8000/dcim/front-ports/225/,225,,2026-03-01T05:17:38.495668Z,[],,False,,Port 33,,1,"[{""position"": 1, ""rear_port"": 37, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/225/
False,,,,2026-03-01T05:17:38.558414Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 34,http://192.168.65.40:8000/dcim/front-ports/226/,226,,2026-03-01T05:17:38.558435Z,[],,False,,Port 34,,1,"[{""position"": 1, ""rear_port"": 38, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/226/
False,,,,2026-03-01T05:17:38.662330Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 35,http://192.168.65.40:8000/dcim/front-ports/227/,227,,2026-03-01T05:17:38.662363Z,[],,False,,Port 35,,1,"[{""position"": 1, ""rear_port"": 39, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/227/
False,,,,2026-03-01T05:17:38.751746Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 36,http://192.168.65.40:8000/dcim/front-ports/228/,228,,2026-03-01T05:17:38.751765Z,[],,False,,Port 36,,1,"[{""position"": 1, ""rear_port"": 40, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/228/
False,,,,2026-03-01T05:17:38.810768Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 37,http://192.168.65.40:8000/dcim/front-ports/229/,229,,2026-03-01T05:17:38.810787Z,[],,False,,Port 37,,1,"[{""position"": 1, ""rear_port"": 41, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/229/
False,,,,2026-03-01T05:17:38.871529Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 38,http://192.168.65.40:8000/dcim/front-ports/230/,230,,2026-03-01T05:17:38.871548Z,[],,False,,Port 38,,1,"[{""position"": 1, ""rear_port"": 42, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/230/
False,,,,2026-03-01T05:17:38.929139Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 39,http://192.168.65.40:8000/dcim/front-ports/231/,231,,2026-03-01T05:17:38.929158Z,[],,False,,Port 39,,1,"[{""position"": 1, ""rear_port"": 43, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/231/
False,,,,2026-03-01T05:17:38.989533Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 40,http://192.168.65.40:8000/dcim/front-ports/232/,232,,2026-03-01T05:17:38.989554Z,[],,False,,Port 40,,1,"[{""position"": 1, ""rear_port"": 44, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/232/
False,,,,2026-03-01T05:17:39.052884Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 41,http://192.168.65.40:8000/dcim/front-ports/233/,233,,2026-03-01T05:17:39.052903Z,[],,False,,Port 41,,1,"[{""position"": 1, ""rear_port"": 45, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/233/
False,,,,2026-03-01T05:17:39.112935Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 42,http://192.168.65.40:8000/dcim/front-ports/234/,234,,2026-03-01T05:17:39.112955Z,[],,False,,Port 42,,1,"[{""position"": 1, ""rear_port"": 46, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/234/
False,,,,2026-03-01T05:17:39.172444Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 43,http://192.168.65.40:8000/dcim/front-ports/235/,235,,2026-03-01T05:17:39.172466Z,[],,False,,Port 43,,1,"[{""position"": 1, ""rear_port"": 47, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/235/
False,,,,2026-03-01T05:17:39.247431Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 44,http://192.168.65.40:8000/dcim/front-ports/236/,236,,2026-03-01T05:17:39.247454Z,[],,False,,Port 44,,1,"[{""position"": 1, ""rear_port"": 48, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/236/
False,,,,2026-03-01T05:17:39.315871Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 45,http://192.168.65.40:8000/dcim/front-ports/237/,237,,2026-03-01T05:17:39.315894Z,[],,False,,Port 45,,1,"[{""position"": 1, ""rear_port"": 49, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/237/
False,,,,2026-03-01T05:17:39.380082Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 46,http://192.168.65.40:8000/dcim/front-ports/238/,238,,2026-03-01T05:17:39.380102Z,[],,False,,Port 46,,1,"[{""position"": 1, ""rear_port"": 50, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/238/
False,,,,2026-03-01T05:17:39.441486Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 47,http://192.168.65.40:8000/dcim/front-ports/239/,239,,2026-03-01T05:17:39.441506Z,[],,False,,Port 47,,1,"[{""position"": 1, ""rear_port"": 51, ""rear_port_position"": 1}]",[],"{""label"": ""8P8C"", ""value"": ""8p8c""}",http://192.168.65.40:8000/api/dcim/front-ports/239/
