_occupied,cable,cable_end,color,connected_endpoints,connected_endpoints_reachable,connected_endpoints_type,created,custom_fields,description,device,display,display_url,feed_leg,id,label,last_updated,link_peers,link_peers_type,mark_connected,module,name,owner,power_port,status,tags,type,url
False,,,,,,,2026-03-01T05:02:09.959682Z,{},,"{""description"": """", ""display"": ""dmi01-binghamton-pdu01"", ""id"": 7, ""name"": ""dmi01-binghamton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/7/""}",Outlet 6,http://192.168.65.40:8000/dcim/power-outlets/22/,,22,,2026-03-01T05:02:09.959701Z,[],,False,,Outlet 6,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-pdu01"", ""id"": 7, ""name"": ""dmi01-binghamton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/7/""}, ""display"": ""Input"", ""id"": 7, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/7/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/22/
False,,,,,,,2026-03-01T05:02:10.057178Z,{},,"{""description"": """", ""display"": ""dmi01-binghamton-pdu01"", ""id"": 7, ""name"": ""dmi01-binghamton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/7/""}",Outlet 7,http://192.168.65.40:8000/dcim/power-outlets/23/,,23,,2026-03-01T05:02:10.057198Z,[],,False,,Outlet 7,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-pdu01"", ""id"": 7, ""name"": ""dmi01-binghamton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/7/""}, ""display"": ""Input"", ""id"": 7, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/7/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/23/
False,,,,,,,2026-03-01T05:02:10.125646Z,{},,"{""description"": """", ""display"": ""dmi01-binghamton-pdu01"", ""id"": 7, ""name"": ""dmi01-binghamton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/7/""}",Outlet 8,http://192.168.65.40:8000/dcim/power-outlets/24/,,24,,2026-03-01T05:02:10.125665Z,[],,False,,Outlet 8,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-pdu01"", ""id"": 7, ""name"": ""dmi01-binghamton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/7/""}, ""display"": ""Input"", ""id"": 7, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/7/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/24/
True,"{""description"": """", ""display"": ""#30"", ""id"": 30, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/30/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#30"", ""id"": 30, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/30/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-rtr01"", ""id"": 11, ""name"": ""dmi01-buffalo-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/11/""}, ""display"": ""PSU0"", ""id"": 11, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/11/""}]",True,dcim.powerport,2026-03-01T05:02:10.203262Z,{},,"{""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}",Outlet 1,http://192.168.65.40:8000/dcim/power-outlets/25/,,25,,2026-03-01T05:02:24.672564Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#30"", ""id"": 30, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/30/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-rtr01"", ""id"": 11, ""name"": ""dmi01-buffalo-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/11/""}, ""display"": ""PSU0"", ""id"": 11, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/11/""}]",dcim.powerport,False,,Outlet 1,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Input"", ""id"": 10, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/10/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/25/
True,"{""description"": """", ""display"": ""#31"", ""id"": 31, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/31/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#31"", ""id"": 31, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/31/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-sw01"", ""id"": 12, ""name"": ""dmi01-buffalo-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/12/""}, ""display"": ""Power Port"", ""id"": 12, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/12/""}]",True,dcim.powerport,2026-03-01T05:02:10.273458Z,{},,"{""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}",Outlet 2,http://192.168.65.40:8000/dcim/power-outlets/26/,,26,,2026-03-01T05:02:24.877327Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#31"", ""id"": 31, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/31/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-sw01"", ""id"": 12, ""name"": ""dmi01-buffalo-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/12/""}, ""display"": ""Power Port"", ""id"": 12, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/12/""}]",dcim.powerport,False,,Outlet 2,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Input"", ""id"": 10, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/10/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/26/
False,,,,,,,2026-03-01T05:02:10.337199Z,{},,"{""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}",Outlet 3,http://192.168.65.40:8000/dcim/power-outlets/27/,,27,,2026-03-01T05:02:10.337218Z,[],,False,,Outlet 3,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Input"", ""id"": 10, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/10/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/27/
False,,,,,,,2026-03-01T05:02:10.401053Z,{},,"{""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}",Outlet 4,http://192.168.65.40:8000/dcim/power-outlets/28/,,28,,2026-03-01T05:02:10.401072Z,[],,False,,Outlet 4,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Input"", ""id"": 10, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/10/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/28/
False,,,,,,,2026-03-01T05:02:10.470302Z,{},,"{""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}",Outlet 5,http://192.168.65.40:8000/dcim/power-outlets/29/,,29,,2026-03-01T05:02:10.470322Z,[],,False,,Outlet 5,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Input"", ""id"": 10, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/10/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/29/
False,,,,,,,2026-03-01T05:02:10.534936Z,{},,"{""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}",Outlet 6,http://192.168.65.40:8000/dcim/power-outlets/30/,,30,,2026-03-01T05:02:10.534955Z,[],,False,,Outlet 6,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Input"", ""id"": 10, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/10/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/30/
False,,,,,,,2026-03-01T05:02:10.599111Z,{},,"{""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}",Outlet 7,http://192.168.65.40:8000/dcim/power-outlets/31/,,31,,2026-03-01T05:02:10.599131Z,[],,False,,Outlet 7,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Input"", ""id"": 10, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/10/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/31/
False,,,,,,,2026-03-01T05:02:10.673870Z,{},,"{""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}",Outlet 8,http://192.168.65.40:8000/dcim/power-outlets/32/,,32,,2026-03-01T05:02:10.673895Z,[],,False,,Outlet 8,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Input"", ""id"": 10, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/10/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/32/
True,"{""description"": """", ""display"": ""#32"", ""id"": 32, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/32/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#32"", ""id"": 32, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/32/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-rtr01"", ""id"": 14, ""name"": ""dmi01-camden-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/14/""}, ""display"": ""PSU0"", ""id"": 14, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/14/""}]",True,dcim.powerport,2026-03-01T05:02:10.744921Z,{},,"{""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}",Outlet 1,http://192.168.65.40:8000/dcim/power-outlets/33/,,33,,2026-03-01T05:02:25.101621Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#32"", ""id"": 32, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/32/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-rtr01"", ""id"": 14, ""name"": ""dmi01-camden-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/14/""}, ""display"": ""PSU0"", ""id"": 14, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/14/""}]",dcim.powerport,False,,Outlet 1,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Input"", ""id"": 13, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/13/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/33/
True,"{""description"": """", ""display"": ""#33"", ""id"": 33, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/33/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#33"", ""id"": 33, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/33/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-sw01"", ""id"": 15, ""name"": ""dmi01-camden-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/15/""}, ""display"": ""Power Port"", ""id"": 15, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/15/""}]",True,dcim.powerport,2026-03-01T05:02:10.806160Z,{},,"{""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}",Outlet 2,http://192.168.65.40:8000/dcim/power-outlets/34/,,34,,2026-03-01T05:02:25.285970Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#33"", ""id"": 33, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/33/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-sw01"", ""id"": 15, ""name"": ""dmi01-camden-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/15/""}, ""display"": ""Power Port"", ""id"": 15, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/15/""}]",dcim.powerport,False,,Outlet 2,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Input"", ""id"": 13, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/13/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/34/
False,,,,,,,2026-03-01T05:02:10.878328Z,{},,"{""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}",Outlet 3,http://192.168.65.40:8000/dcim/power-outlets/35/,,35,,2026-03-01T05:02:10.878348Z,[],,False,,Outlet 3,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Input"", ""id"": 13, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/13/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/35/
False,,,,,,,2026-03-01T05:02:10.950004Z,{},,"{""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}",Outlet 4,http://192.168.65.40:8000/dcim/power-outlets/36/,,36,,2026-03-01T05:02:10.950023Z,[],,False,,Outlet 4,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Input"", ""id"": 13, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/13/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/36/
False,,,,,,,2026-03-01T05:02:11.011993Z,{},,"{""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}",Outlet 5,http://192.168.65.40:8000/dcim/power-outlets/37/,,37,,2026-03-01T05:02:11.012014Z,[],,False,,Outlet 5,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Input"", ""id"": 13, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/13/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/37/
False,,,,,,,2026-03-01T05:02:11.079463Z,{},,"{""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}",Outlet 6,http://192.168.65.40:8000/dcim/power-outlets/38/,,38,,2026-03-01T05:02:11.079483Z,[],,False,,Outlet 6,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Input"", ""id"": 13, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/13/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/38/
False,,,,,,,2026-03-01T05:02:11.152238Z,{},,"{""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}",Outlet 7,http://192.168.65.40:8000/dcim/power-outlets/39/,,39,,2026-03-01T05:02:11.152258Z,[],,False,,Outlet 7,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Input"", ""id"": 13, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/13/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/39/
False,,,,,,,2026-03-01T05:02:11.218718Z,{},,"{""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}",Outlet 8,http://192.168.65.40:8000/dcim/power-outlets/40/,,40,,2026-03-01T05:02:11.218749Z,[],,False,,Outlet 8,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Input"", ""id"": 13, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/13/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/40/
True,"{""description"": """", ""display"": ""#34"", ""id"": 34, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/34/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#34"", ""id"": 34, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/34/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-rtr01"", ""id"": 17, ""name"": ""dmi01-nashua-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/17/""}, ""display"": ""PSU0"", ""id"": 17, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/17/""}]",True,dcim.powerport,2026-03-01T05:02:11.303109Z,{},,"{""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}",Outlet 1,http://192.168.65.40:8000/dcim/power-outlets/41/,,41,,2026-03-01T05:02:25.496234Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#34"", ""id"": 34, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/34/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-rtr01"", ""id"": 17, ""name"": ""dmi01-nashua-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/17/""}, ""display"": ""PSU0"", ""id"": 17, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/17/""}]",dcim.powerport,False,,Outlet 1,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Input"", ""id"": 16, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/16/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/41/
True,"{""description"": """", ""display"": ""#35"", ""id"": 35, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/35/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#35"", ""id"": 35, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/35/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-sw01"", ""id"": 18, ""name"": ""dmi01-nashua-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/18/""}, ""display"": ""Power Port"", ""id"": 18, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/18/""}]",True,dcim.powerport,2026-03-01T05:02:11.366120Z,{},,"{""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}",Outlet 2,http://192.168.65.40:8000/dcim/power-outlets/42/,,42,,2026-03-01T05:02:25.699541Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#35"", ""id"": 35, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/35/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-sw01"", ""id"": 18, ""name"": ""dmi01-nashua-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/18/""}, ""display"": ""Power Port"", ""id"": 18, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/18/""}]",dcim.powerport,False,,Outlet 2,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Input"", ""id"": 16, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/16/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/42/
