_occupied,cable,cable_end,color,created,custom_fields,description,device,display,display_url,front_ports,id,label,last_updated,link_peers,link_peers_type,mark_connected,module,name,owner,positions,tags,type,url
False,,,,2026-03-01T05:18:47.585489Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (74)"", ""id"": 74, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/74/""}",Port 42,http://192.168.65.40:8000/dcim/rear-ports/94/,"[{""front_port"": 282, ""front_port_position"": 1, ""position"": 1}]",94,,2026-03-01T05:18:47.585508Z,[],,False,,Port 42,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/94/
False,,,,2026-03-01T05:18:47.651967Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (74)"", ""id"": 74, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/74/""}",Port 43,http://192.168.65.40:8000/dcim/rear-ports/95/,"[{""front_port"": 283, ""front_port_position"": 1, ""position"": 1}]",95,,2026-03-01T05:18:47.651987Z,[],,False,,Port 43,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/95/
False,,,,2026-03-01T05:18:47.720665Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (74)"", ""id"": 74, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/74/""}",Port 44,http://192.168.65.40:8000/dcim/rear-ports/96/,"[{""front_port"": 284, ""front_port_position"": 1, ""position"": 1}]",96,,2026-03-01T05:18:47.720684Z,[],,False,,Port 44,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/96/
False,,,,2026-03-01T05:18:47.783279Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (74)"", ""id"": 74, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/74/""}",Port 45,http://192.168.65.40:8000/dcim/rear-ports/97/,"[{""front_port"": 285, ""front_port_position"": 1, ""position"": 1}]",97,,2026-03-01T05:18:47.783298Z,[],,False,,Port 45,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/97/
False,,,,2026-03-01T05:18:47.848814Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (74)"", ""id"": 74, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/74/""}",Port 46,http://192.168.65.40:8000/dcim/rear-ports/98/,"[{""front_port"": 286, ""front_port_position"": 1, ""position"": 1}]",98,,2026-03-01T05:18:47.848832Z,[],,False,,Port 46,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/98/
False,,,,2026-03-01T05:18:47.910207Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (74)"", ""id"": 74, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/74/""}",Port 47,http://192.168.65.40:8000/dcim/rear-ports/99/,"[{""front_port"": 287, ""front_port_position"": 1, ""position"": 1}]",99,,2026-03-01T05:18:47.910226Z,[],,False,,Port 47,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/99/
False,,,,2026-03-01T05:18:47.980710Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (74)"", ""id"": 74, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/74/""}",Port 48,http://192.168.65.40:8000/dcim/rear-ports/100/,"[{""front_port"": 288, ""front_port_position"": 1, ""position"": 1}]",100,,2026-03-01T05:18:47.980729Z,[],,False,,Port 48,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/100/
False,,,,2026-03-01T05:18:48.043525Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 1,http://192.168.65.40:8000/dcim/rear-ports/101/,"[{""front_port"": 289, ""front_port_position"": 1, ""position"": 1}]",101,,2026-03-01T05:18:48.043544Z,[],,False,,Port 1,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/101/
False,,,,2026-03-01T05:18:48.105468Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 2,http://192.168.65.40:8000/dcim/rear-ports/102/,"[{""front_port"": 290, ""front_port_position"": 1, ""position"": 1}]",102,,2026-03-01T05:18:48.105487Z,[],,False,,Port 2,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/102/
False,,,,2026-03-01T05:18:48.174056Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 3,http://192.168.65.40:8000/dcim/rear-ports/103/,"[{""front_port"": 291, ""front_port_position"": 1, ""position"": 1}]",103,,2026-03-01T05:18:48.174076Z,[],,False,,Port 3,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/103/
False,,,,2026-03-01T05:18:48.237198Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 4,http://192.168.65.40:8000/dcim/rear-ports/104/,"[{""front_port"": 292, ""front_port_position"": 1, ""position"": 1}]",104,,2026-03-01T05:18:48.237218Z,[],,False,,Port 4,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/104/
False,,,,2026-03-01T05:18:48.298920Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 5,http://192.168.65.40:8000/dcim/rear-ports/105/,"[{""front_port"": 293, ""front_port_position"": 1, ""position"": 1}]",105,,2026-03-01T05:18:48.298938Z,[],,False,,Port 5,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/105/
False,,,,2026-03-01T05:18:48.375957Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 6,http://192.168.65.40:8000/dcim/rear-ports/106/,"[{""front_port"": 294, ""front_port_position"": 1, ""position"": 1}]",106,,2026-03-01T05:18:48.375979Z,[],,False,,Port 6,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/106/
False,,,,2026-03-01T05:18:48.447512Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 7,http://192.168.65.40:8000/dcim/rear-ports/107/,"[{""front_port"": 295, ""front_port_position"": 1, ""position"": 1}]",107,,2026-03-01T05:18:48.447531Z,[],,False,,Port 7,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/107/
False,,,,2026-03-01T05:18:48.517767Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 8,http://192.168.65.40:8000/dcim/rear-ports/108/,"[{""front_port"": 296, ""front_port_position"": 1, ""position"": 1}]",108,,2026-03-01T05:18:48.517787Z,[],,False,,Port 8,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/108/
False,,,,2026-03-01T05:18:48.595083Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 9,http://192.168.65.40:8000/dcim/rear-ports/109/,"[{""front_port"": 297, ""front_port_position"": 1, ""position"": 1}]",109,,2026-03-01T05:18:48.595107Z,[],,False,,Port 9,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/109/
False,,,,2026-03-01T05:18:48.694131Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 10,http://192.168.65.40:8000/dcim/rear-ports/110/,"[{""front_port"": 298, ""front_port_position"": 1, ""position"": 1}]",110,,2026-03-01T05:18:48.694153Z,[],,False,,Port 10,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/110/
False,,,,2026-03-01T05:18:48.760845Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 11,http://192.168.65.40:8000/dcim/rear-ports/111/,"[{""front_port"": 299, ""front_port_position"": 1, ""position"": 1}]",111,,2026-03-01T05:18:48.760864Z,[],,False,,Port 11,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/111/
False,,,,2026-03-01T05:18:48.824445Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 12,http://192.168.65.40:8000/dcim/rear-ports/112/,"[{""front_port"": 300, ""front_port_position"": 1, ""position"": 1}]",112,,2026-03-01T05:18:48.824464Z,[],,False,,Port 12,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/112/
False,,,,2026-03-01T05:18:48.890603Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 13,http://192.168.65.40:8000/dcim/rear-ports/113/,"[{""front_port"": 301, ""front_port_position"": 1, ""position"": 1}]",113,,2026-03-01T05:18:48.890623Z,[],,False,,Port 13,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/113/
False,,,,2026-03-01T05:18:48.957554Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 14,http://192.168.65.40:8000/dcim/rear-ports/114/,"[{""front_port"": 302, ""front_port_position"": 1, ""position"": 1}]",114,,2026-03-01T05:18:48.957575Z,[],,False,,Port 14,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/114/
False,,,,2026-03-01T05:18:49.034549Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 15,http://192.168.65.40:8000/dcim/rear-ports/115/,"[{""front_port"": 303, ""front_port_position"": 1, ""position"": 1}]",115,,2026-03-01T05:18:49.034569Z,[],,False,,Port 15,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/115/
False,,,,2026-03-01T05:18:49.099124Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 16,http://192.168.65.40:8000/dcim/rear-ports/116/,"[{""front_port"": 304, ""front_port_position"": 1, ""position"": 1}]",116,,2026-03-01T05:18:49.099143Z,[],,False,,Port 16,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/116/
False,,,,2026-03-01T05:18:49.168739Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 17,http://192.168.65.40:8000/dcim/rear-ports/117/,"[{""front_port"": 305, ""front_port_position"": 1, ""position"": 1}]",117,,2026-03-01T05:18:49.168759Z,[],,False,,Port 17,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/117/
False,,,,2026-03-01T05:18:49.232079Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 18,http://192.168.65.40:8000/dcim/rear-ports/118/,"[{""front_port"": 306, ""front_port_position"": 1, ""position"": 1}]",118,,2026-03-01T05:18:49.232099Z,[],,False,,Port 18,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/118/
False,,,,2026-03-01T05:18:49.297719Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 19,http://192.168.65.40:8000/dcim/rear-ports/119/,"[{""front_port"": 307, ""front_port_position"": 1, ""position"": 1}]",119,,2026-03-01T05:18:49.297738Z,[],,False,,Port 19,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/119/
False,,,,2026-03-01T05:18:49.362024Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 20,http://192.168.65.40:8000/dcim/rear-ports/120/,"[{""front_port"": 308, ""front_port_position"": 1, ""position"": 1}]",120,,2026-03-01T05:18:49.362042Z,[],,False,,Port 20,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/120/
False,,,,2026-03-01T05:18:49.427755Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 21,http://192.168.65.40:8000/dcim/rear-ports/121/,"[{""front_port"": 309, ""front_port_position"": 1, ""position"": 1}]",121,,2026-03-01T05:18:49.427783Z,[],,False,,Port 21,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/121/
False,,,,2026-03-01T05:18:49.507666Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 22,http://192.168.65.40:8000/dcim/rear-ports/122/,"[{""front_port"": 310, ""front_port_position"": 1, ""position"": 1}]",122,,2026-03-01T05:18:49.507685Z,[],,False,,Port 22,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/122/
False,,,,2026-03-01T05:18:49.569045Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 23,http://192.168.65.40:8000/dcim/rear-ports/123/,"[{""front_port"": 311, ""front_port_position"": 1, ""position"": 1}]",123,,2026-03-01T05:18:49.569063Z,[],,False,,Port 23,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/123/
False,,,,2026-03-01T05:18:49.630537Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 24,http://192.168.65.40:8000/dcim/rear-ports/124/,"[{""front_port"": 312, ""front_port_position"": 1, ""position"": 1}]",124,,2026-03-01T05:18:49.630556Z,[],,False,,Port 24,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/124/
False,,,,2026-03-01T05:18:49.696950Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 25,http://192.168.65.40:8000/dcim/rear-ports/125/,"[{""front_port"": 313, ""front_port_position"": 1, ""position"": 1}]",125,,2026-03-01T05:18:49.696970Z,[],,False,,Port 25,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/125/
False,,,,2026-03-01T05:18:49.767556Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 26,http://192.168.65.40:8000/dcim/rear-ports/126/,"[{""front_port"": 314, ""front_port_position"": 1, ""position"": 1}]",126,,2026-03-01T05:18:49.767574Z,[],,False,,Port 26,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/126/
False,,,,2026-03-01T05:18:49.828249Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 27,http://192.168.65.40:8000/dcim/rear-ports/127/,"[{""front_port"": 315, ""front_port_position"": 1, ""position"": 1}]",127,,2026-03-01T05:18:49.828269Z,[],,False,,Port 27,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/127/
False,,,,2026-03-01T05:18:51.165390Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 28,http://192.168.65.40:8000/dcim/rear-ports/128/,"[{""front_port"": 316, ""front_port_position"": 1, ""position"": 1}]",128,,2026-03-01T05:18:51.165408Z,[],,False,,Port 28,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/128/
False,,,,2026-03-01T05:18:51.249474Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 29,http://192.168.65.40:8000/dcim/rear-ports/129/,"[{""front_port"": 317, ""front_port_position"": 1, ""position"": 1}]",129,,2026-03-01T05:18:51.249493Z,[],,False,,Port 29,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/129/
False,,,,2026-03-01T05:18:51.317219Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 30,http://192.168.65.40:8000/dcim/rear-ports/130/,"[{""front_port"": 318, ""front_port_position"": 1, ""position"": 1}]",130,,2026-03-01T05:18:51.317238Z,[],,False,,Port 30,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/130/
False,,,,2026-03-01T05:18:51.385731Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 31,http://192.168.65.40:8000/dcim/rear-ports/131/,"[{""front_port"": 319, ""front_port_position"": 1, ""position"": 1}]",131,,2026-03-01T05:18:51.385750Z,[],,False,,Port 31,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/131/
False,,,,2026-03-01T05:18:51.454132Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 32,http://192.168.65.40:8000/dcim/rear-ports/132/,"[{""front_port"": 320, ""front_port_position"": 1, ""position"": 1}]",132,,2026-03-01T05:18:51.454151Z,[],,False,,Port 32,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/132/
False,,,,2026-03-01T05:18:51.521049Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 33,http://192.168.65.40:8000/dcim/rear-ports/133/,"[{""front_port"": 321, ""front_port_position"": 1, ""position"": 1}]",133,,2026-03-01T05:18:51.521069Z,[],,False,,Port 33,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/133/
False,,,,2026-03-01T05:18:51.600998Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 34,http://192.168.65.40:8000/dcim/rear-ports/134/,"[{""front_port"": 322, ""front_port_position"": 1, ""position"": 1}]",134,,2026-03-01T05:18:51.601022Z,[],,False,,Port 34,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/134/
False,,,,2026-03-01T05:18:51.669520Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 35,http://192.168.65.40:8000/dcim/rear-ports/135/,"[{""front_port"": 323, ""front_port_position"": 1, ""position"": 1}]",135,,2026-03-01T05:18:51.669540Z,[],,False,,Port 35,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/135/
False,,,,2026-03-01T05:18:51.736066Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 36,http://192.168.65.40:8000/dcim/rear-ports/136/,"[{""front_port"": 324, ""front_port_position"": 1, ""position"": 1}]",136,,2026-03-01T05:18:51.736084Z,[],,False,,Port 36,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/136/
False,,,,2026-03-01T05:18:51.803210Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 37,http://192.168.65.40:8000/dcim/rear-ports/137/,"[{""front_port"": 325, ""front_port_position"": 1, ""position"": 1}]",137,,2026-03-01T05:18:51.803229Z,[],,False,,Port 37,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/137/
False,,,,2026-03-01T05:18:51.867602Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 38,http://192.168.65.40:8000/dcim/rear-ports/138/,"[{""front_port"": 326, ""front_port_position"": 1, ""position"": 1}]",138,,2026-03-01T05:18:51.867622Z,[],,False,,Port 38,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/138/
False,,,,2026-03-01T05:18:51.930489Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 39,http://192.168.65.40:8000/dcim/rear-ports/139/,"[{""front_port"": 327, ""front_port_position"": 1, ""position"": 1}]",139,,2026-03-01T05:18:51.930509Z,[],,False,,Port 39,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/139/
False,,,,2026-03-01T05:18:51.993781Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 40,http://192.168.65.40:8000/dcim/rear-ports/140/,"[{""front_port"": 328, ""front_port_position"": 1, ""position"": 1}]",140,,2026-03-01T05:18:51.993801Z,[],,False,,Port 40,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/140/
False,,,,2026-03-01T05:18:52.055308Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 41,http://192.168.65.40:8000/dcim/rear-ports/141/,"[{""front_port"": 329, ""front_port_position"": 1, ""position"": 1}]",141,,2026-03-01T05:18:52.055327Z,[],,False,,Port 41,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/141/
False,,,,2026-03-01T05:18:52.117247Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 42,http://192.168.65.40:8000/dcim/rear-ports/142/,"[{""front_port"": 330, ""front_port_position"": 1, ""position"": 1}]",142,,2026-03-01T05:18:52.117267Z,[],,False,,Port 42,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/142/
False,,,,2026-03-01T05:18:52.183062Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 43,http://192.168.65.40:8000/dcim/rear-ports/143/,"[{""front_port"": 331, ""front_port_position"": 1, ""position"": 1}]",143,,2026-03-01T05:18:52.183081Z,[],,False,,Port 43,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/143/
False,,,,2026-03-01T05:18:52.246215Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (75)"", ""id"": 75, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/75/""}",Port 44,http://192.168.65.40:8000/dcim/rear-ports/144/,"[{""front_port"": 332, ""front_port_position"": 1, ""position"": 1}]",144,,2026-03-01T05:18:52.246234Z,[],,False,,Port 44,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/144/
