a_terminations,b_terminations,color,comments,created,custom_fields,description,display,display_url,id,label,last_updated,length,length_unit,owner,profile,status,tags,tenant,type,url
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#29"", ""id"": 29, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/29/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-sw01"", ""id"": 9, ""name"": ""dmi01-binghamton-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/9/""}, ""display"": ""Power Port"", ""id"": 9, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/9/""}, ""object_id"": 9, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#29"", ""id"": 29, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/29/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-pdu01"", ""id"": 7, ""name"": ""dmi01-binghamton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/7/""}, ""display"": ""Outlet 2"", ""id"": 18, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/18/""}, ""object_id"": 18, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:24.426831Z,{},,#29,http://192.168.65.40:8000/dcim/cables/29/,29,,2026-03-01T05:02:24.478405Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/29/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#30"", ""id"": 30, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/30/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-rtr01"", ""id"": 11, ""name"": ""dmi01-buffalo-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/11/""}, ""display"": ""PSU0"", ""id"": 11, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/11/""}, ""object_id"": 11, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#30"", ""id"": 30, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/30/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Outlet 1"", ""id"": 25, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/25/""}, ""object_id"": 25, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:24.629782Z,{},,#30,http://192.168.65.40:8000/dcim/cables/30/,30,,2026-03-01T05:02:24.682019Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/30/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#31"", ""id"": 31, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/31/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-sw01"", ""id"": 12, ""name"": ""dmi01-buffalo-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/12/""}, ""display"": ""Power Port"", ""id"": 12, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/12/""}, ""object_id"": 12, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#31"", ""id"": 31, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/31/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-pdu01"", ""id"": 10, ""name"": ""dmi01-buffalo-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/10/""}, ""display"": ""Outlet 2"", ""id"": 26, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/26/""}, ""object_id"": 26, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:24.835419Z,{},,#31,http://192.168.65.40:8000/dcim/cables/31/,31,,2026-03-01T05:02:24.886816Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/31/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#32"", ""id"": 32, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/32/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-rtr01"", ""id"": 14, ""name"": ""dmi01-camden-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/14/""}, ""display"": ""PSU0"", ""id"": 14, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/14/""}, ""object_id"": 14, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#32"", ""id"": 32, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/32/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Outlet 1"", ""id"": 33, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/33/""}, ""object_id"": 33, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:25.055683Z,{},,#32,http://192.168.65.40:8000/dcim/cables/32/,32,,2026-03-01T05:02:25.111891Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/32/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#33"", ""id"": 33, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/33/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-sw01"", ""id"": 15, ""name"": ""dmi01-camden-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/15/""}, ""display"": ""Power Port"", ""id"": 15, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/15/""}, ""object_id"": 15, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#33"", ""id"": 33, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/33/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-camden-pdu01"", ""id"": 13, ""name"": ""dmi01-camden-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/13/""}, ""display"": ""Outlet 2"", ""id"": 34, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/34/""}, ""object_id"": 34, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:25.243921Z,{},,#33,http://192.168.65.40:8000/dcim/cables/33/,33,,2026-03-01T05:02:25.295367Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/33/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#34"", ""id"": 34, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/34/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-rtr01"", ""id"": 17, ""name"": ""dmi01-nashua-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/17/""}, ""display"": ""PSU0"", ""id"": 17, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/17/""}, ""object_id"": 17, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#34"", ""id"": 34, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/34/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Outlet 1"", ""id"": 41, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/41/""}, ""object_id"": 41, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:25.451055Z,{},,#34,http://192.168.65.40:8000/dcim/cables/34/,34,,2026-03-01T05:02:25.506856Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/34/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#35"", ""id"": 35, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/35/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-sw01"", ""id"": 18, ""name"": ""dmi01-nashua-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/18/""}, ""display"": ""Power Port"", ""id"": 18, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/18/""}, ""object_id"": 18, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#35"", ""id"": 35, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/35/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Outlet 2"", ""id"": 42, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/42/""}, ""object_id"": 42, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:25.655276Z,{},,#35,http://192.168.65.40:8000/dcim/cables/35/,35,,2026-03-01T05:02:25.708582Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/35/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#36"", ""id"": 36, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/36/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-rtr01"", ""id"": 20, ""name"": ""dmi01-pittsfield-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/20/""}, ""display"": ""PSU0"", ""id"": 20, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/20/""}, ""object_id"": 20, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#36"", ""id"": 36, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/36/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Outlet 1"", ""id"": 49, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/49/""}, ""object_id"": 49, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:25.860014Z,{},,#36,http://192.168.65.40:8000/dcim/cables/36/,36,,2026-03-01T05:02:25.911081Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/36/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#37"", ""id"": 37, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/37/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-sw01"", ""id"": 21, ""name"": ""dmi01-pittsfield-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/21/""}, ""display"": ""Power Port"", ""id"": 21, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/21/""}, ""object_id"": 21, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#37"", ""id"": 37, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/37/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Outlet 2"", ""id"": 50, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/50/""}, ""object_id"": 50, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:26.576435Z,{},,#37,http://192.168.65.40:8000/dcim/cables/37/,37,,2026-03-01T05:02:26.626811Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/37/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#38"", ""id"": 38, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/38/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-rtr01"", ""id"": 23, ""name"": ""dmi01-rochester-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/23/""}, ""display"": ""PSU0"", ""id"": 23, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/23/""}, ""object_id"": 23, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#38"", ""id"": 38, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/38/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Outlet 1"", ""id"": 57, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/57/""}, ""object_id"": 57, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:26.865990Z,{},,#38,http://192.168.65.40:8000/dcim/cables/38/,38,,2026-03-01T05:02:26.918937Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/38/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#39"", ""id"": 39, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/39/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochster-sw01"", ""id"": 24, ""name"": ""dmi01-rochster-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/24/""}, ""display"": ""Power Port"", ""id"": 24, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/24/""}, ""object_id"": 24, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#39"", ""id"": 39, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/39/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Outlet 2"", ""id"": 58, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/58/""}, ""object_id"": 58, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:27.090448Z,{},,#39,http://192.168.65.40:8000/dcim/cables/39/,39,,2026-03-01T05:02:27.177961Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/39/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#40"", ""id"": 40, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/40/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-scranton-rtr01"", ""id"": 26, ""name"": ""dmi01-scranton-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/26/""}, ""display"": ""PSU0"", ""id"": 26, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/26/""}, ""object_id"": 26, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#40"", ""id"": 40, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/40/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-scranton-pdu01"", ""id"": 25, ""name"": ""dmi01-scranton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/25/""}, ""display"": ""Outlet 1"", ""id"": 65, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/65/""}, ""object_id"": 65, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:27.290113Z,{},,#40,http://192.168.65.40:8000/dcim/cables/40/,40,,2026-03-01T05:02:27.345819Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/40/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#41"", ""id"": 41, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/41/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-scranton-sw01"", ""id"": 27, ""name"": ""dmi01-scranton-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/27/""}, ""display"": ""Power Port"", ""id"": 27, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/27/""}, ""object_id"": 27, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#41"", ""id"": 41, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/41/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-scranton-pdu01"", ""id"": 25, ""name"": ""dmi01-scranton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/25/""}, ""display"": ""Outlet 2"", ""id"": 66, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/66/""}, ""object_id"": 66, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:27.499558Z,{},,#41,http://192.168.65.40:8000/dcim/cables/41/,41,,2026-03-01T05:02:27.550830Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/41/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#42"", ""id"": 42, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/42/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-stamford-rtr01"", ""id"": 29, ""name"": ""dmi01-stamford-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/29/""}, ""display"": ""PSU0"", ""id"": 29, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/29/""}, ""object_id"": 29, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#42"", ""id"": 42, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/42/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-stamford-pdu01"", ""id"": 28, ""name"": ""dmi01-stamford-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/28/""}, ""display"": ""Outlet 1"", ""id"": 73, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/73/""}, ""object_id"": 73, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:27.702268Z,{},,#42,http://192.168.65.40:8000/dcim/cables/42/,42,,2026-03-01T05:02:27.754249Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/42/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#43"", ""id"": 43, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/43/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-stamford-sw01"", ""id"": 30, ""name"": ""dmi01-stamford-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/30/""}, ""display"": ""Power Port"", ""id"": 30, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/30/""}, ""object_id"": 30, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#43"", ""id"": 43, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/43/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-stamford-pdu01"", ""id"": 28, ""name"": ""dmi01-stamford-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/28/""}, ""display"": ""Outlet 2"", ""id"": 74, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/74/""}, ""object_id"": 74, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:27.906576Z,{},,#43,http://192.168.65.40:8000/dcim/cables/43/,43,,2026-03-01T05:02:27.957852Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/43/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#44"", ""id"": 44, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/44/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-syracuse-rtr01"", ""id"": 32, ""name"": ""dmi01-syracuse-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/32/""}, ""display"": ""PSU0"", ""id"": 32, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/32/""}, ""object_id"": 32, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#44"", ""id"": 44, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/44/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-syracuse-pdu01"", ""id"": 31, ""name"": ""dmi01-syracuse-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/31/""}, ""display"": ""Outlet 1"", ""id"": 81, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/81/""}, ""object_id"": 81, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:28.110445Z,{},,#44,http://192.168.65.40:8000/dcim/cables/44/,44,,2026-03-01T05:02:28.165185Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/44/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#45"", ""id"": 45, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/45/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-syracuse-sw01"", ""id"": 33, ""name"": ""dmi01-syracuse-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/33/""}, ""display"": ""Power Port"", ""id"": 33, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/33/""}, ""object_id"": 33, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#45"", ""id"": 45, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/45/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-syracuse-pdu01"", ""id"": 31, ""name"": ""dmi01-syracuse-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/31/""}, ""display"": ""Outlet 2"", ""id"": 82, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/82/""}, ""object_id"": 82, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:28.318211Z,{},,#45,http://192.168.65.40:8000/dcim/cables/45/,45,,2026-03-01T05:02:28.368298Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/45/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#46"", ""id"": 46, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/46/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-utica-rtr01"", ""id"": 35, ""name"": ""dmi01-utica-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/35/""}, ""display"": ""PSU0"", ""id"": 35, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/35/""}, ""object_id"": 35, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#46"", ""id"": 46, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/46/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-utica-pdu01"", ""id"": 34, ""name"": ""dmi01-utica-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/34/""}, ""display"": ""Outlet 1"", ""id"": 89, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/89/""}, ""object_id"": 89, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:28.523968Z,{},,#46,http://192.168.65.40:8000/dcim/cables/46/,46,,2026-03-01T05:02:28.576768Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/46/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#47"", ""id"": 47, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/47/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-utica-sw01"", ""id"": 36, ""name"": ""dmi01-utica-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/36/""}, ""display"": ""Power Port"", ""id"": 36, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/36/""}, ""object_id"": 36, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#47"", ""id"": 47, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/47/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-utica-pdu01"", ""id"": 34, ""name"": ""dmi01-utica-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/34/""}, ""display"": ""Outlet 2"", ""id"": 90, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/90/""}, ""object_id"": 90, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:28.725004Z,{},,#47,http://192.168.65.40:8000/dcim/cables/47/,47,,2026-03-01T05:02:28.777922Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/47/
