comments,created,custom_fields,description,display,display_url,group,id,l2vpn_termination,last_updated,name,owner,prefix_count,qinq_role,qinq_svlan,role,site,status,tags,tenant,url,vid
,2026-03-01T04:26:48.954631Z,{},,Voice (200),http://192.168.65.40:8000/ipam/vlans/32/,,32,,2026-03-01T04:26:48.954650Z,Voice,,1,,,"{""description"": """", ""display"": ""Access - Voice"", ""id"": 2, ""name"": ""Access - Voice"", ""slug"": ""access-voice"", ""url"": ""http://192.168.65.40:8000/api/ipam/roles/2/""}","{""description"": """", ""display"": ""DM-Syracuse"", ""id"": 14, ""name"": ""DM-Syracuse"", ""slug"": ""dm-syracuse"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/14/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/ipam/vlans/32/,200
,2026-03-01T04:26:49.021884Z,{},,Wireless (300),http://192.168.65.40:8000/ipam/vlans/33/,,33,,2026-03-01T04:26:49.021902Z,Wireless,,1,,,"{""description"": """", ""display"": ""Access - Wireless"", ""id"": 3, ""name"": ""Access - Wireless"", ""slug"": ""access-wireless"", ""url"": ""http://192.168.65.40:8000/api/ipam/roles/3/""}","{""description"": """", ""display"": ""DM-Syracuse"", ""id"": 14, ""name"": ""DM-Syracuse"", ""slug"": ""dm-syracuse"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/14/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/ipam/vlans/33/,300
,2026-03-01T04:26:49.079864Z,{},,Data (100),http://192.168.65.40:8000/ipam/vlans/34/,,34,,2026-03-01T04:26:49.079884Z,Data,,1,,,"{""description"": """", ""display"": ""Access - Data"", ""id"": 1, ""name"": ""Access - Data"", ""slug"": ""access-data"", ""url"": ""http://192.168.65.40:8000/api/ipam/roles/1/""}","{""description"": """", ""display"": ""DM-Utica"", ""id"": 15, ""name"": ""DM-Utica"", ""slug"": ""dm-utica"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/15/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/ipam/vlans/34/,100
,2026-03-01T04:26:49.142011Z,{},,Voice (200),http://192.168.65.40:8000/ipam/vlans/35/,,35,,2026-03-01T04:26:49.142029Z,Voice,,1,,,"{""description"": """", ""display"": ""Access - Voice"", ""id"": 2, ""name"": ""Access - Voice"", ""slug"": ""access-voice"", ""url"": ""http://192.168.65.40:8000/api/ipam/roles/2/""}","{""description"": """", ""display"": ""DM-Utica"", ""id"": 15, ""name"": ""DM-Utica"", ""slug"": ""dm-utica"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/15/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/ipam/vlans/35/,200
,2026-03-01T04:26:49.204007Z,{},,Wireless (300),http://192.168.65.40:8000/ipam/vlans/36/,,36,,2026-03-01T04:26:49.204024Z,Wireless,,1,,,"{""description"": """", ""display"": ""Access - Wireless"", ""id"": 3, ""name"": ""Access - Wireless"", ""slug"": ""access-wireless"", ""url"": ""http://192.168.65.40:8000/api/ipam/roles/3/""}","{""description"": """", ""display"": ""DM-Utica"", ""id"": 15, ""name"": ""DM-Utica"", ""slug"": ""dm-utica"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/15/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/ipam/vlans/36/,300
,2026-03-01T04:26:49.261442Z,{},,Data (100),http://192.168.65.40:8000/ipam/vlans/37/,,37,,2026-03-01T04:26:49.261459Z,Data,,1,,,"{""description"": """", ""display"": ""Access - Data"", ""id"": 1, ""name"": ""Access - Data"", ""slug"": ""access-data"", ""url"": ""http://192.168.65.40:8000/api/ipam/roles/1/""}","{""description"": """", ""display"": ""DM-Yonkers"", ""id"": 16, ""name"": ""DM-Yonkers"", ""slug"": ""dm-yonkers"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/16/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/ipam/vlans/37/,100
,2026-03-01T04:26:49.316436Z,{},,Voice (200),http://192.168.65.40:8000/ipam/vlans/38/,,38,,2026-03-01T04:26:49.316454Z,Voice,,1,,,"{""description"": """", ""display"": ""Access - Voice"", ""id"": 2, ""name"": ""Access - Voice"", ""slug"": ""access-voice"", ""url"": ""http://192.168.65.40:8000/api/ipam/roles/2/""}","{""description"": """", ""display"": ""DM-Yonkers"", ""id"": 16, ""name"": ""DM-Yonkers"", ""slug"": ""dm-yonkers"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/16/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/ipam/vlans/38/,200
,2026-03-01T04:26:49.374547Z,{},,Wireless (300),http://192.168.65.40:8000/ipam/vlans/39/,,39,,2026-03-01T04:26:49.374565Z,Wireless,,1,,,"{""description"": """", ""display"": ""Access - Wireless"", ""id"": 3, ""name"": ""Access - Wireless"", ""slug"": ""access-wireless"", ""url"": ""http://192.168.65.40:8000/api/ipam/roles/3/""}","{""description"": """", ""display"": ""DM-Yonkers"", ""id"": 16, ""name"": ""DM-Yonkers"", ""slug"": ""dm-yonkers"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/16/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/ipam/vlans/39/,300
,2026-03-01T04:26:49.436270Z,{},,Data (201),http://192.168.65.40:8000/ipam/vlans/40/,"{""description"": """", ""display"": ""JBB104"", ""id"": 2, ""name"": ""JBB104"", ""slug"": ""jbb104"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/2/""}",40,,2026-03-01T04:26:49.436289Z,Data,,0,,,,"{""description"": """", ""display"": ""JBB Branch 104"", ""id"": 18, ""name"": ""JBB Branch 104"", ""slug"": ""jbb-branch-104"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/18/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/40/,201
,2026-03-01T04:26:49.507519Z,{},,Voice (202),http://192.168.65.40:8000/ipam/vlans/41/,"{""description"": """", ""display"": ""JBB104"", ""id"": 2, ""name"": ""JBB104"", ""slug"": ""jbb104"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/2/""}",41,,2026-03-01T04:26:49.507539Z,Voice,,0,,,,"{""description"": """", ""display"": ""JBB Branch 104"", ""id"": 18, ""name"": ""JBB Branch 104"", ""slug"": ""jbb-branch-104"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/18/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/41/,202
,2026-03-01T04:26:49.568639Z,{},,Wireless (203),http://192.168.65.40:8000/ipam/vlans/42/,"{""description"": """", ""display"": ""JBB104"", ""id"": 2, ""name"": ""JBB104"", ""slug"": ""jbb104"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/2/""}",42,,2026-03-01T04:26:49.568656Z,Wireless,,0,,,,"{""description"": """", ""display"": ""JBB Branch 104"", ""id"": 18, ""name"": ""JBB Branch 104"", ""slug"": ""jbb-branch-104"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/18/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/42/,203
,2026-03-01T04:26:49.651463Z,{},,Admin (204),http://192.168.65.40:8000/ipam/vlans/43/,"{""description"": """", ""display"": ""JBB104"", ""id"": 2, ""name"": ""JBB104"", ""slug"": ""jbb104"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/2/""}",43,,2026-03-01T04:26:49.651484Z,Admin,,0,,,,"{""description"": """", ""display"": ""JBB Branch 104"", ""id"": 18, ""name"": ""JBB Branch 104"", ""slug"": ""jbb-branch-104"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/18/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/43/,204
,2026-03-01T04:26:49.723778Z,{},,Data (201),http://192.168.65.40:8000/ipam/vlans/44/,"{""description"": """", ""display"": ""JBB109"", ""id"": 3, ""name"": ""JBB109"", ""slug"": ""jbb109"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/3/""}",44,,2026-03-01T04:26:49.723796Z,Data,,0,,,,"{""description"": """", ""display"": ""JBB Branch 109"", ""id"": 19, ""name"": ""JBB Branch 109"", ""slug"": ""jbb-branch-109"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/19/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/44/,201
,2026-03-01T04:26:49.787813Z,{},,Voice (202),http://192.168.65.40:8000/ipam/vlans/45/,"{""description"": """", ""display"": ""JBB109"", ""id"": 3, ""name"": ""JBB109"", ""slug"": ""jbb109"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/3/""}",45,,2026-03-01T04:26:49.787830Z,Voice,,0,,,,"{""description"": """", ""display"": ""JBB Branch 109"", ""id"": 19, ""name"": ""JBB Branch 109"", ""slug"": ""jbb-branch-109"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/19/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/45/,202
,2026-03-01T04:26:49.850764Z,{},,Wireless (203),http://192.168.65.40:8000/ipam/vlans/46/,"{""description"": """", ""display"": ""JBB109"", ""id"": 3, ""name"": ""JBB109"", ""slug"": ""jbb109"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/3/""}",46,,2026-03-01T04:26:49.850782Z,Wireless,,0,,,,"{""description"": """", ""display"": ""JBB Branch 109"", ""id"": 19, ""name"": ""JBB Branch 109"", ""slug"": ""jbb-branch-109"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/19/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/46/,203
,2026-03-01T04:26:49.919348Z,{},,Admin (204),http://192.168.65.40:8000/ipam/vlans/47/,"{""description"": """", ""display"": ""JBB109"", ""id"": 3, ""name"": ""JBB109"", ""slug"": ""jbb109"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/3/""}",47,,2026-03-01T04:26:49.919366Z,Admin,,0,,,,"{""description"": """", ""display"": ""JBB Branch 109"", ""id"": 19, ""name"": ""JBB Branch 109"", ""slug"": ""jbb-branch-109"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/19/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/47/,204
,2026-03-01T04:26:49.980997Z,{},,Data (201),http://192.168.65.40:8000/ipam/vlans/48/,"{""description"": """", ""display"": ""JBB115"", ""id"": 4, ""name"": ""JBB115"", ""slug"": ""jb115"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/4/""}",48,,2026-03-01T04:26:49.981014Z,Data,,0,,,,"{""description"": """", ""display"": ""JBB Branch 115"", ""id"": 20, ""name"": ""JBB Branch 115"", ""slug"": ""jbb-branch-115"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/20/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/48/,201
,2026-03-01T04:26:50.041743Z,{},,Voice (202),http://192.168.65.40:8000/ipam/vlans/49/,"{""description"": """", ""display"": ""JBB115"", ""id"": 4, ""name"": ""JBB115"", ""slug"": ""jb115"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/4/""}",49,,2026-03-01T04:26:50.041760Z,Voice,,0,,,,"{""description"": """", ""display"": ""JBB Branch 115"", ""id"": 20, ""name"": ""JBB Branch 115"", ""slug"": ""jbb-branch-115"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/20/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/49/,202
,2026-03-01T04:26:50.101992Z,{},,Wireless (203),http://192.168.65.40:8000/ipam/vlans/50/,"{""description"": """", ""display"": ""JBB115"", ""id"": 4, ""name"": ""JBB115"", ""slug"": ""jb115"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/4/""}",50,,2026-03-01T04:26:50.102010Z,Wireless,,0,,,,"{""description"": """", ""display"": ""JBB Branch 115"", ""id"": 20, ""name"": ""JBB Branch 115"", ""slug"": ""jbb-branch-115"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/20/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/50/,203
,2026-03-01T04:26:50.162668Z,{},,Admin (204),http://192.168.65.40:8000/ipam/vlans/51/,"{""description"": """", ""display"": ""JBB115"", ""id"": 4, ""name"": ""JBB115"", ""slug"": ""jb115"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/4/""}",51,,2026-03-01T04:26:50.162686Z,Admin,,0,,,,"{""description"": """", ""display"": ""JBB Branch 115"", ""id"": 20, ""name"": ""JBB Branch 115"", ""slug"": ""jbb-branch-115"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/20/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/51/,204
,2026-03-01T04:26:50.226029Z,{},,Data (201),http://192.168.65.40:8000/ipam/vlans/52/,"{""description"": """", ""display"": ""JBB120"", ""id"": 5, ""name"": ""JBB120"", ""slug"": ""jbb120"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/5/""}",52,,2026-03-01T04:26:50.226046Z,Data,,0,,,,"{""description"": """", ""display"": ""JBB Branch 120"", ""id"": 21, ""name"": ""JBB Branch 120"", ""slug"": ""jbb-branch-120"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/21/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/52/,201
,2026-03-01T04:26:50.289360Z,{},,Voice (202),http://192.168.65.40:8000/ipam/vlans/53/,"{""description"": """", ""display"": ""JBB120"", ""id"": 5, ""name"": ""JBB120"", ""slug"": ""jbb120"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/5/""}",53,,2026-03-01T04:26:50.289378Z,Voice,,0,,,,"{""description"": """", ""display"": ""JBB Branch 120"", ""id"": 21, ""name"": ""JBB Branch 120"", ""slug"": ""jbb-branch-120"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/21/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/53/,202
,2026-03-01T04:26:50.353986Z,{},,Wireless (203),http://192.168.65.40:8000/ipam/vlans/54/,"{""description"": """", ""display"": ""JBB120"", ""id"": 5, ""name"": ""JBB120"", ""slug"": ""jbb120"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/5/""}",54,,2026-03-01T04:26:50.354003Z,Wireless,,0,,,,"{""description"": """", ""display"": ""JBB Branch 120"", ""id"": 21, ""name"": ""JBB Branch 120"", ""slug"": ""jbb-branch-120"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/21/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/54/,203
,2026-03-01T04:26:50.419046Z,{},,Admin (204),http://192.168.65.40:8000/ipam/vlans/55/,"{""description"": """", ""display"": ""JBB120"", ""id"": 5, ""name"": ""JBB120"", ""slug"": ""jbb120"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/5/""}",55,,2026-03-01T04:26:50.419063Z,Admin,,0,,,,"{""description"": """", ""display"": ""JBB Branch 120"", ""id"": 21, ""name"": ""JBB Branch 120"", ""slug"": ""jbb-branch-120"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/21/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/55/,204
,2026-03-01T04:26:50.480188Z,{},,Data (201),http://192.168.65.40:8000/ipam/vlans/56/,"{""description"": """", ""display"": ""JBB127"", ""id"": 6, ""name"": ""JBB127"", ""slug"": ""jbb127"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/6/""}",56,,2026-03-01T04:26:50.480204Z,Data,,0,,,,"{""description"": """", ""display"": ""JBB Branch 127"", ""id"": 22, ""name"": ""JBB Branch 127"", ""slug"": ""jbb-branch-127"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/22/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/56/,201
,2026-03-01T04:26:50.545444Z,{},,Voice (202),http://192.168.65.40:8000/ipam/vlans/57/,"{""description"": """", ""display"": ""JBB127"", ""id"": 6, ""name"": ""JBB127"", ""slug"": ""jbb127"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/6/""}",57,,2026-03-01T04:26:50.545461Z,Voice,,0,,,,"{""description"": """", ""display"": ""JBB Branch 127"", ""id"": 22, ""name"": ""JBB Branch 127"", ""slug"": ""jbb-branch-127"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/22/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/57/,202
,2026-03-01T04:26:50.608289Z,{},,Wireless (203),http://192.168.65.40:8000/ipam/vlans/58/,"{""description"": """", ""display"": ""JBB127"", ""id"": 6, ""name"": ""JBB127"", ""slug"": ""jbb127"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/6/""}",58,,2026-03-01T04:26:50.608307Z,Wireless,,0,,,,"{""description"": """", ""display"": ""JBB Branch 127"", ""id"": 22, ""name"": ""JBB Branch 127"", ""slug"": ""jbb-branch-127"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/22/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/58/,203
,2026-03-01T04:26:50.679135Z,{},,Admin (204),http://192.168.65.40:8000/ipam/vlans/59/,"{""description"": """", ""display"": ""JBB127"", ""id"": 6, ""name"": ""JBB127"", ""slug"": ""jbb127"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/6/""}",59,,2026-03-01T04:26:50.679155Z,Admin,,0,,,,"{""description"": """", ""display"": ""JBB Branch 127"", ""id"": 22, ""name"": ""JBB Branch 127"", ""slug"": ""jbb-branch-127"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/22/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/59/,204
,2026-03-01T04:26:50.754271Z,{},,Data (201),http://192.168.65.40:8000/ipam/vlans/60/,"{""description"": """", ""display"": ""JBB133"", ""id"": 7, ""name"": ""JBB133"", ""slug"": ""jbb133"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/7/""}",60,,2026-03-01T04:26:50.754287Z,Data,,0,,,,"{""description"": """", ""display"": ""JBB Branch 133"", ""id"": 23, ""name"": ""JBB Branch 133"", ""slug"": ""jbb-branch-133"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/23/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/60/,201
,2026-03-01T04:26:50.816321Z,{},,Voice (202),http://192.168.65.40:8000/ipam/vlans/61/,"{""description"": """", ""display"": ""JBB133"", ""id"": 7, ""name"": ""JBB133"", ""slug"": ""jbb133"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/7/""}",61,,2026-03-01T04:26:50.816338Z,Voice,,0,,,,"{""description"": """", ""display"": ""JBB Branch 133"", ""id"": 23, ""name"": ""JBB Branch 133"", ""slug"": ""jbb-branch-133"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/23/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/61/,202
,2026-03-01T04:26:50.876078Z,{},,Wireless (203),http://192.168.65.40:8000/ipam/vlans/62/,"{""description"": """", ""display"": ""JBB133"", ""id"": 7, ""name"": ""JBB133"", ""slug"": ""jbb133"", ""url"": ""http://192.168.65.40:8000/api/ipam/vlan-groups/7/""}",62,,2026-03-01T04:26:50.876096Z,Wireless,,0,,,,"{""description"": """", ""display"": ""JBB Branch 133"", ""id"": 23, ""name"": ""JBB Branch 133"", ""slug"": ""jbb-branch-133"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/23/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Jimbob's Banking & Trust"", ""id"": 4, ""name"": ""Jimbob's Banking & Trust"", ""slug"": ""jimbobs-banking-trust"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/4/""}",http://192.168.65.40:8000/api/ipam/vlans/62/,203
